location,model,horizon,target_date,metric,value
SD,historical_drift,2,2024-01-27,dev,1323.431641
SD,historical_drift,2,2024-01-27,wis,20.96110304347826
SD,historical_drift,2,2024-02-03,dev,1004.446249
SD,historical_drift,2,2024-02-03,wis,17.763163043478265
SD,historical_drift,2,2024-02-10,dev,789.4976039999999
SD,historical_drift,2,2024-02-10,wis,15.903711304347825
SD,historical_drift,2,2024-02-17,dev,131.85928899999993
SD,historical_drift,2,2024-02-17,wis,7.628559130434783
SD,historical_drift,2,2024-02-24,dev,49.19619600000004
SD,historical_drift,2,2024-02-24,wis,8.335965217391303
SD,historical_drift,2,2024-03-02,dev,904.385329
SD,historical_drift,2,2024-03-02,wis,16.213510000000003
SD,historical_drift,2,2024-03-09,dev,2644.633476
SD,historical_drift,2,2024-03-09,wis,39.03484913043478
SD,historical_drift,2,2024-03-16,dev,250.177489
SD,historical_drift,2,2024-03-16,wis,8.832218260869563
SD,historical_drift,2,2024-03-23,dev,158.231241
SD,historical_drift,2,2024-03-23,wis,8.470238695652174
SD,historical_drift,2,2024-03-30,dev,613.453824
SD,historical_drift,2,2024-03-30,wis,14.280098260869568
SD,historical_drift,2,2024-04-06,dev,320.15944900000005
SD,historical_drift,2,2024-04-06,wis,9.535987391304348
SD,historical_drift,2,2024-04-13,dev,108.7849
SD,historical_drift,2,2024-04-13,wis,7.1604217391304354
SD,historical_drift,2,2024-04-20,dev,661.9299840000001
SD,historical_drift,2,2024-04-20,wis,14.296150434782607
SD,historical_drift,3,2023-10-28,dev,70.8964
SD,historical_drift,3,2023-10-28,wis,5.069167826086957
SD,historical_drift,3,2023-11-04,dev,13.520328999999997
SD,historical_drift,3,2023-11-04,wis,2.9067404347826087
SD,historical_drift,3,2023-11-11,dev,64.99584399999999
SD,historical_drift,3,2023-11-11,wis,4.67603
SD,historical_drift,3,2023-11-18,dev,77.38720900000001
SD,historical_drift,3,2023-11-18,wis,5.340654782608696
SD,historical_drift,3,2023-11-25,dev,56.055169
SD,historical_drift,3,2023-11-25,wis,4.470364782608696
SD,historical_drift,3,2023-12-02,dev,160.427556
SD,historical_drift,3,2023-12-02,wis,7.28540652173913
SD,historical_drift,3,2023-12-09,dev,276.324129
SD,historical_drift,3,2023-12-09,wis,9.512440869565218
SD,historical_drift,3,2023-12-16,dev,147.74402500000002
SD,historical_drift,3,2023-12-16,wis,7.842243043478261
SD,historical_drift,3,2023-12-23,dev,9.054081000000002
SD,historical_drift,3,2023-12-23,wis,4.3877252173913055
SD,historical_drift,3,2023-12-30,dev,666.6207610000001
SD,historical_drift,3,2023-12-30,wis,15.68956695652174
SD,historical_drift,3,2024-01-06,dev,29.713401000000005
SD,historical_drift,3,2024-01-06,wis,6.209558695652175
SD,historical_drift,3,2024-01-13,dev,2.3104000000000093
SD,historical_drift,3,2024-01-13,wis,7.593034347826087
SD,historical_drift,3,2024-01-20,dev,226.1414439999999
SD,historical_drift,3,2024-01-20,wis,15.259370434782609
SD,historical_drift,3,2024-01-27,dev,2020.592401
SD,historical_drift,3,2024-01-27,wis,26.50835478260869
SD,historical_drift,3,2024-02-03,dev,494.528644
SD,historical_drift,3,2024-02-03,wis,13.53882695652174
SD,historical_drift,3,2024-02-10,dev,2277.771076
SD,historical_drift,3,2024-02-10,wis,27.690408260869567
SD,historical_drift,3,2024-02-17,dev,851.297329
SD,historical_drift,3,2024-02-17,wis,16.433931739130436
SD,historical_drift,3,2024-02-24,dev,96.58958400000006
SD,historical_drift,3,2024-02-24,wis,7.685409130434783
SD,historical_drift,3,2024-03-02,dev,10.233600999999988
SD,historical_drift,3,2024-03-02,wis,8.297337391304348
SD,historical_drift,3,2024-03-09,dev,1863.735241
SD,historical_drift,3,2024-03-09,wis,24.93194478260869
SD,historical_drift,3,2024-03-16,dev,1089.0
SD,historical_drift,3,2024-03-16,wis,21.222734782608697
SD,historical_drift,3,2024-03-23,dev,814.6457640000001
SD,historical_drift,3,2024-03-23,wis,15.899632173913044
SD,historical_drift,3,2024-03-30,dev,803.5524090000001
SD,historical_drift,3,2024-03-30,wis,15.404356956521738
SD,historical_drift,3,2024-04-06,dev,49.21022500000001
SD,historical_drift,3,2024-04-06,wis,7.240030869565218
SD,historical_drift,3,2024-04-13,dev,612.7605159999999
SD,historical_drift,3,2024-04-13,wis,12.743901304347826
SD,historical_drift,3,2024-04-20,dev,16.966161
SD,historical_drift,3,2024-04-20,wis,5.827538260869564
TN,historical_drift,0,2023-10-07,dev,206.9569960000001
TN,historical_drift,0,2023-10-07,wis,8.568736956521738
TN,historical_drift,0,2023-10-14,dev,730.2425290000002
TN,historical_drift,0,2023-10-14,wis,19.39867086956521
TN,historical_drift,0,2023-10-21,dev,42.784681000000006
TN,historical_drift,0,2023-10-21,wis,4.772845217391306
TN,historical_drift,0,2023-10-28,dev,53.90496399999998
TN,historical_drift,0,2023-10-28,wis,5.032193913043479
TN,historical_drift,0,2023-11-04,dev,148.718025
TN,historical_drift,0,2023-11-04,wis,8.880282173913043
TN,historical_drift,0,2023-11-11,dev,147.161161
TN,historical_drift,0,2023-11-11,wis,9.342634782608696
TN,historical_drift,0,2023-11-18,dev,57.57774400000002
TN,historical_drift,0,2023-11-18,wis,8.673106956521737
TN,historical_drift,0,2023-11-25,dev,11.088899999999988
TN,historical_drift,0,2023-11-25,wis,15.461915652173918
TN,historical_drift,0,2023-12-02,dev,30.19502500000005
TN,historical_drift,0,2023-12-02,wis,15.916464782608696
TN,historical_drift,0,2023-12-09,dev,13.682600999999986
TN,historical_drift,0,2023-12-09,wis,14.56267391304348
TN,historical_drift,0,2023-12-16,dev,733.5430560000002
TN,historical_drift,0,2023-12-16,wis,24.20355478260869
TN,historical_drift,0,2023-12-23,dev,17.740943999999907
TN,historical_drift,0,2023-12-23,wis,25.224847391304344
TN,historical_drift,0,2023-12-30,dev,9360.756001000002
TN,historical_drift,0,2023-12-30,wis,64.5450352173913
TN,historical_drift,0,2024-01-06,dev,60843.622225000014
TN,historical_drift,0,2024-01-06,wis,141.71790826086956
TN,historical_drift,0,2024-01-13,dev,7861.127569000002
TN,historical_drift,0,2024-01-13,wis,51.07432565217392
TN,historical_drift,0,2024-01-20,dev,4694.716323999996
TN,historical_drift,0,2024-01-20,wis,39.33556782608695
TN,historical_drift,0,2024-01-27,dev,1713.5460249999985
TN,historical_drift,0,2024-01-27,wis,25.7267352173913
TN,historical_drift,0,2024-02-03,dev,5960.612024999998
TN,historical_drift,0,2024-02-03,wis,47.24466000000001
TN,historical_drift,0,2024-02-10,dev,2579.1162250000025
TN,historical_drift,0,2024-02-10,wis,30.345896086956525
TN,historical_drift,0,2024-02-17,dev,11.296320999999931
TN,historical_drift,0,2024-02-17,wis,13.777745652173913
TN,historical_drift,0,2024-02-24,dev,545.0824090000004
TN,historical_drift,0,2024-02-24,wis,15.754006521739132
TN,historical_drift,0,2024-03-02,dev,28.48356899999988
TN,historical_drift,0,2024-03-02,wis,8.710003913043478
TN,historical_drift,0,2024-03-09,dev,2344.496399999998
TN,historical_drift,0,2024-03-09,wis,27.91627173913043
TN,historical_drift,0,2024-03-16,dev,4043.560921
TN,historical_drift,0,2024-03-16,wis,37.67014434782609
TN,historical_drift,0,2024-03-23,dev,683.142769
TN,historical_drift,0,2024-03-23,wis,15.80327304347826
TN,historical_drift,0,2024-03-30,dev,86.97427599999988
TN,historical_drift,0,2024-03-30,wis,10.079548695652177
TN,historical_drift,0,2024-04-06,dev,116.33779600000004
TN,historical_drift,0,2024-04-06,wis,10.145506521739131
TN,historical_drift,0,2024-04-13,dev,348.8676839999999
TN,historical_drift,0,2024-04-13,wis,11.140735217391304
TN,historical_drift,0,2024-04-20,dev,437.31174400000026
TN,historical_drift,0,2024-04-20,wis,12.064151304347826
TN,historical_drift,1,2023-10-14,dev,222.93476099999992
TN,historical_drift,1,2023-10-14,wis,8.606796956521741
TN,historical_drift,1,2023-10-21,dev,371.60272900000007
TN,historical_drift,1,2023-10-21,wis,11.106706521739133
TN,historical_drift,1,2023-10-28,dev,263.34798400000005
TN,historical_drift,1,2023-10-28,wis,9.29361695652174
TN,historical_drift,1,2023-11-04,dev,13.85328400000001
TN,historical_drift,1,2023-11-04,wis,6.11661304347826
TN,historical_drift,1,2023-11-11,dev,545.5961640000002
TN,historical_drift,1,2023-11-11,wis,15.513813478260868
TN,historical_drift,1,2023-11-18,dev,334.37779600000005
TN,historical_drift,1,2023-11-18,wis,13.857262608695653
TN,historical_drift,1,2023-11-25,dev,329.495104
TN,historical_drift,1,2023-11-25,wis,14.202863478260872
TN,historical_drift,1,2023-12-02,dev,0.3599999999999931
TN,historical_drift,1,2023-12-02,wis,20.476802608695653
TN,historical_drift,1,2023-12-09,dev,7.2954009999999645
TN,historical_drift,1,2023-12-09,wis,22.109555217391307
TN,historical_drift,1,2023-12-16,dev,385.611769
TN,historical_drift,1,2023-12-16,wis,22.711651304347832
TN,historical_drift,1,2023-12-23,dev,1777.212649000001
TN,historical_drift,1,2023-12-23,wis,33.90314391304348
TN,historical_drift,1,2023-12-30,dev,7393.592195999999
TN,historical_drift,1,2023-12-30,wis,54.53040043478261
TN,historical_drift,1,2024-01-06,dev,95690.616921
TN,historical_drift,1,2024-01-06,wis,175.59433956521738
TN,historical_drift,1,2024-01-13,dev,11546.362116000002
TN,historical_drift,1,2024-01-13,wis,86.79191347826088
TN,historical_drift,1,2024-01-20,dev,18739.967236
TN,historical_drift,1,2024-01-20,wis,81.08911434782608
TN,historical_drift,1,2024-01-27,dev,8397.156496000005
TN,historical_drift,1,2024-01-27,wis,54.72983
TN,historical_drift,1,2024-02-03,dev,13534.762921
TN,historical_drift,1,2024-02-03,wis,70.23384826086956
TN,historical_drift,1,2024-02-10,dev,20075.205969
TN,historical_drift,1,2024-02-10,wis,90.72009130434785
TN,historical_drift,1,2024-02-17,dev,5144.762528999997
TN,historical_drift,1,2024-02-17,wis,40.78383913043478
TN,historical_drift,1,2024-02-24,dev,1100.7133289999997
TN,historical_drift,1,2024-02-24,wis,24.649977391304343
TN,historical_drift,1,2024-03-02,dev,2487.8148839999985
TN,historical_drift,1,2024-03-02,wis,29.28152826086957
TN,historical_drift,1,2024-03-09,dev,2357.8793639999994
TN,historical_drift,1,2024-03-09,wis,28.215163043478263
TN,historical_drift,1,2024-03-16,dev,230.70572099999976
TN,historical_drift,1,2024-03-16,wis,19.02008782608696
TN,historical_drift,1,2024-03-23,dev,8456.825521000002
TN,historical_drift,1,2024-03-23,wis,55.34993043478261
TN,historical_drift,1,2024-03-30,dev,1880.1763209999992
TN,historical_drift,1,2024-03-30,wis,24.94366565217392
TN,historical_drift,1,2024-04-06,dev,158.5836490000001
TN,historical_drift,1,2024-04-06,wis,14.75855695652174
TN,historical_drift,1,2024-04-13,dev,156.625225
TN,historical_drift,1,2024-04-13,wis,14.29242782608696
TN,historical_drift,1,2024-04-20,dev,0.0428489999999973
TN,historical_drift,1,2024-04-20,wis,9.301014347826086
TN,historical_drift,2,2023-10-21,dev,55.87562500000002
TN,historical_drift,2,2023-10-21,wis,5.295107826086957
TN,historical_drift,2,2023-10-28,dev,57.00249999999996
TN,historical_drift,2,2023-10-28,wis,6.281033478260869
TN,historical_drift,2,2023-11-04,dev,75.03024399999998
TN,historical_drift,2,2023-11-04,wis,7.61219695652174
TN,historical_drift,2,2023-11-11,dev,123.60992400000003
TN,historical_drift,2,2023-11-11,wis,8.542329130434782
TN,historical_drift,2,2023-11-18,dev,1036.002969
TN,historical_drift,2,2023-11-18,wis,20.09743043478261
TN,historical_drift,2,2023-11-25,dev,552.955225
TN,historical_drift,2,2023-11-25,wis,17.633717391304348
TN,historical_drift,2,2023-12-02,dev,166.90056099999993
TN,historical_drift,2,2023-12-02,wis,15.220386521739131
TN,historical_drift,2,2023-12-09,dev,4.804863999999969
TN,historical_drift,2,2023-12-09,wis,25.11051391304348
TN,historical_drift,2,2023-12-16,dev,727.2730240000002
TN,historical_drift,2,2023-12-16,wis,31.511983043478264
TN,historical_drift,2,2023-12-23,dev,1619.338081000001
TN,historical_drift,2,2023-12-23,wis,30.82326130434783
TN,historical_drift,2,2023-12-30,dev,24602.236201
TN,historical_drift,2,2023-12-30,wis,88.3799752173913
TN,historical_drift,2,2024-01-06,dev,84796.27520399999
TN,historical_drift,2,2024-01-06,wis,175.73707782608693
TN,historical_drift,2,2024-01-13,dev,27598.844641000007
TN,historical_drift,2,2024-01-13,wis,103.0359186956522
TN,historical_drift,2,2024-01-20,dev,267.0282810000003
TN,historical_drift,2,2024-01-20,wis,88.7960752173913
TN,historical_drift,2,2024-01-27,dev,24663.760209000007
TN,historical_drift,2,2024-01-27,wis,91.56256391304348
TN,historical_drift,2,2024-02-03,dev,26763.651216
TN,historical_drift,2,2024-02-03,wis,95.42939173913044
TN,historical_drift,2,2024-02-10,dev,31790.533401
TN,historical_drift,2,2024-02-10,wis,105.34545173913044
TN,historical_drift,2,2024-02-17,dev,30106.76116899999
TN,historical_drift,2,2024-02-17,wis,110.33468782608696
TN,historical_drift,2,2024-02-24,dev,4259.389696000001
TN,historical_drift,2,2024-02-24,wis,38.85530739130434
TN,historical_drift,2,2024-03-02,dev,4239.963225000001
TN,historical_drift,2,2024-03-02,wis,38.2147495652174
TN,historical_drift,2,2024-03-09,dev,13281.179536
TN,historical_drift,2,2024-03-09,wis,68.18300826086957
TN,historical_drift,2,2024-03-16,dev,429.02836899999977
TN,historical_drift,2,2024-03-16,wis,17.811621304347824
TN,historical_drift,2,2024-03-23,dev,1560.3290010000003
TN,historical_drift,2,2024-03-23,wis,27.948537826086955
TN,historical_drift,2,2024-03-30,dev,12406.618224999998
TN,historical_drift,2,2024-03-30,wis,65.41043217391304
TN,historical_drift,2,2024-04-06,dev,3194.849529
TN,historical_drift,2,2024-04-06,wis,32.337251739130444
TN,historical_drift,2,2024-04-13,dev,152.39902499999997
TN,historical_drift,2,2024-04-13,wis,15.846990869565218
TN,historical_drift,2,2024-04-20,dev,3.0730090000000003
TN,historical_drift,2,2024-04-20,wis,14.26164043478261
TN,historical_drift,3,2023-10-28,dev,0.8817210000000001
TN,historical_drift,3,2023-10-28,wis,4.71100304347826
TN,historical_drift,3,2023-11-04,dev,154.281241
TN,historical_drift,3,2023-11-04,wis,8.630883478260872
TN,historical_drift,3,2023-11-11,dev,4.473225000000008
TN,historical_drift,3,2023-11-11,wis,7.272185652173912
TN,historical_drift,3,2023-11-18,dev,116.33779600000004
TN,historical_drift,3,2023-11-18,wis,9.179986086956522
TN,historical_drift,3,2023-11-25,dev,1198.267456
TN,historical_drift,3,2023-11-25,wis,22.81713782608696
TN,historical_drift,3,2023-12-02,dev,140.35140899999988
TN,historical_drift,3,2023-12-02,wis,16.87999347826087
TN,historical_drift,3,2023-12-09,dev,56.22000400000007
TN,historical_drift,3,2023-12-09,wis,16.524176086956523
TN,historical_drift,3,2023-12-16,dev,763.0301290000002
TN,historical_drift,3,2023-12-16,wis,32.58074043478261
TN,historical_drift,3,2023-12-23,dev,1705.277024999999
TN,historical_drift,3,2023-12-23,wis,36.649464782608696
TN,historical_drift,3,2023-12-30,dev,24068.729881
TN,historical_drift,3,2023-12-30,wis,89.20586130434782
TN,historical_drift,3,2024-01-06,dev,149533.023025
TN,historical_drift,3,2024-01-06,wis,264.4993060869565
TN,historical_drift,3,2024-01-13,dev,18926.880625
TN,historical_drift,3,2024-01-13,wis,80.58226130434782
TN,historical_drift,3,2024-01-20,dev,4286.320900000003
TN,historical_drift,3,2024-01-20,wis,82.17590652173914
TN,historical_drift,3,2024-01-27,dev,3331.367524000002
TN,historical_drift,3,2024-01-27,wis,102.77692608695652
TN,historical_drift,3,2024-02-03,dev,45424.82316099999
TN,historical_drift,3,2024-02-03,wis,128.33698782608695
TN,historical_drift,3,2024-02-10,dev,47087.264016
TN,historical_drift,3,2024-02-10,wis,128.71698260869564
TN,historical_drift,3,2024-02-17,dev,37557.664804
TN,historical_drift,3,2024-02-17,wis,117.38980869565218
TN,historical_drift,3,2024-02-24,dev,33454.23902499999
TN,historical_drift,3,2024-02-24,wis,113.94921391304348
TN,historical_drift,3,2024-03-02,dev,2751.631935999999
TN,historical_drift,3,2024-03-02,wis,37.10518695652174
TN,historical_drift,3,2024-03-09,dev,16567.036368999998
TN,historical_drift,3,2024-03-09,wis,72.33233434782609
TN,historical_drift,3,2024-03-16,dev,3702.2357160000006
TN,historical_drift,3,2024-03-16,wis,36.25647739130435
TN,historical_drift,3,2024-03-23,dev,2219.823225000001
TN,historical_drift,3,2024-03-23,wis,28.923046956521738
TN,historical_drift,3,2024-03-30,dev,2557.324899999999
TN,historical_drift,3,2024-03-30,wis,35.03287869565218
TN,historical_drift,3,2024-04-06,dev,14786.803201
TN,historical_drift,3,2024-04-06,wis,71.41810869565218
TN,historical_drift,3,2024-04-13,dev,1576.010601000001
TN,historical_drift,3,2024-04-13,wis,26.49904869565217
TN,historical_drift,3,2024-04-20,dev,12.638025000000049
TN,historical_drift,3,2024-04-20,wis,15.93403695652174
TX,historical_drift,0,2023-10-07,dev,990.6756249999996
TX,historical_drift,0,2023-10-07,wis,32.08949695652174
TX,historical_drift,0,2023-10-14,dev,1260.463008999999
TX,historical_drift,0,2023-10-14,wis,24.213000434782607
TX,historical_drift,0,2023-10-21,dev,888.0400000000006
TX,historical_drift,0,2023-10-21,wis,24.59312043478261
TX,historical_drift,0,2023-10-28,dev,279.1238489999998
TX,historical_drift,0,2023-10-28,wis,25.798834347826087
TX,historical_drift,0,2023-11-04,dev,2712.638889000003
TX,historical_drift,0,2023-11-04,wis,35.38798434782609
TX,historical_drift,0,2023-11-11,dev,143.61625599999954
TX,historical_drift,0,2023-11-11,wis,24.118130869565217
TX,historical_drift,0,2023-11-18,dev,1268.8556409999987
TX,historical_drift,0,2023-11-18,wis,45.561040000000006
TX,historical_drift,0,2023-11-25,dev,8019.560704000004
TX,historical_drift,0,2023-11-25,wis,74.44807565217391
TX,historical_drift,0,2023-12-02,dev,2537.0361610000027
TX,historical_drift,0,2023-12-02,wis,61.83669913043478
TX,historical_drift,0,2023-12-09,dev,5337.179136000006
TX,historical_drift,0,2023-12-09,wis,96.38042652173914
TX,historical_drift,0,2023-12-16,dev,31326.87603600001
TX,historical_drift,0,2023-12-16,wis,150.01616608695653
TX,historical_drift,0,2023-12-23,dev,17546.44636899999
TX,historical_drift,0,2023-12-23,wis,154.19408
TX,historical_drift,0,2023-12-30,dev,67076.85606399998
TX,historical_drift,0,2023-12-30,wis,298.74420869565216
TX,historical_drift,0,2024-01-06,dev,56037.778728999976
TX,historical_drift,0,2024-01-06,wis,281.3141526086956
TX,historical_drift,0,2024-01-13,dev,2374.515441000004
TX,historical_drift,0,2024-01-13,wis,77.60977086956522
TX,historical_drift,0,2024-01-20,dev,26273.49228099997
TX,historical_drift,0,2024-01-20,wis,109.18309260869565
TX,historical_drift,0,2024-01-27,dev,17999.710569000003
TX,historical_drift,0,2024-01-27,wis,99.07884869565216
TX,historical_drift,0,2024-02-03,dev,44132.76608399999
TX,historical_drift,0,2024-02-03,wis,123.62685826086955
TX,historical_drift,0,2024-02-10,dev,17368.076944000004
TX,historical_drift,0,2024-02-10,wis,91.98171739130434
TX,historical_drift,0,2024-02-17,dev,3645.382128999994
TX,historical_drift,0,2024-02-17,wis,69.01407434782607
TX,historical_drift,0,2024-02-24,dev,26624.775241000018
TX,historical_drift,0,2024-02-24,wis,99.37589
TX,historical_drift,0,2024-03-02,dev,0.7208010000000787
TX,historical_drift,0,2024-03-02,wis,57.23742869565218
TX,historical_drift,0,2024-03-09,dev,2411.693881000004
TX,historical_drift,0,2024-03-09,wis,47.00810869565218
TX,historical_drift,0,2024-03-16,dev,3307.9752249999983
TX,historical_drift,0,2024-03-16,wis,55.90251434782608
TX,historical_drift,0,2024-03-23,dev,6243.370224999998
TX,historical_drift,0,2024-03-23,wis,69.33743695652174
TX,historical_drift,0,2024-03-30,dev,4686.771599999997
TX,historical_drift,0,2024-03-30,wis,55.11262043478261
TX,historical_drift,0,2024-04-06,dev,243.3288009999997
TX,historical_drift,0,2024-04-06,wis,26.04463173913044
TX,historical_drift,0,2024-04-13,dev,442.3450239999992
TX,historical_drift,0,2024-04-13,wis,25.679651739130435
TX,historical_drift,0,2024-04-20,dev,0.1520999999999893
TX,historical_drift,0,2024-04-20,wis,27.550087826086955
TX,historical_drift,1,2023-10-14,dev,3980.3481000000006
TX,historical_drift,1,2023-10-14,wis,48.45645782608696
TX,historical_drift,1,2023-10-21,dev,114.68268100000007
TX,historical_drift,1,2023-10-21,wis,25.745456086956523
TX,historical_drift,1,2023-10-28,dev,2546.110681
TX,historical_drift,1,2023-10-28,wis,36.3877447826087
TX,historical_drift,1,2023-11-04,dev,1771.9048359999997
TX,historical_drift,1,2023-11-04,wis,39.46070521739131
TX,historical_drift,1,2023-11-11,dev,3666.423600999999
TX,historical_drift,1,2023-11-11,wis,45.916892608695655
TX,historical_drift,1,2023-11-18,dev,572.932095999999
TX,historical_drift,1,2023-11-18,wis,36.70658478260869
TX,historical_drift,1,2023-11-25,dev,20919.861768999985
TX,historical_drift,1,2023-11-25,wis,92.75411565217392
TX,historical_drift,1,2023-12-02,dev,12837.569809
TX,historical_drift,1,2023-12-02,wis,101.07458956521738
TX,historical_drift,1,2023-12-09,dev,3480.2920360000035
TX,historical_drift,1,2023-12-09,wis,86.31840304347827
TX,historical_drift,1,2023-12-16,dev,14104.412643999987
TX,historical_drift,1,2023-12-16,wis,133.2589408695652
TX,historical_drift,1,2023-12-23,dev,25908.765444
TX,historical_drift,1,2023-12-23,wis,186.75077
TX,historical_drift,1,2023-12-30,dev,78177.83760899998
TX,historical_drift,1,2023-12-30,wis,237.6710734782609
TX,historical_drift,1,2024-01-06,dev,186294.097924
TX,historical_drift,1,2024-01-06,wis,404.2676486956522
TX,historical_drift,1,2024-01-13,dev,13565.95972899999
TX,historical_drift,1,2024-01-13,wis,373.25316913043474
TX,historical_drift,1,2024-01-20,dev,2349.7286759999934
TX,historical_drift,1,2024-01-20,wis,111.4741095652174
TX,historical_drift,1,2024-01-27,dev,55848.56032900004
TX,historical_drift,1,2024-01-27,wis,155.07535695652177
TX,historical_drift,1,2024-02-03,dev,1912.487823999997
TX,historical_drift,1,2024-02-03,wis,112.21731217391304
TX,historical_drift,1,2024-02-10,dev,253.03264899999763
TX,historical_drift,1,2024-02-10,wis,110.0667960869565
TX,historical_drift,1,2024-02-17,dev,86094.70956100005
TX,historical_drift,1,2024-02-17,wis,174.0328695652174
TX,historical_drift,1,2024-02-24,dev,47855.500081000006
TX,historical_drift,1,2024-02-24,wis,134.98816000000002
TX,historical_drift,1,2024-03-02,dev,6474.133443999998
TX,historical_drift,1,2024-03-02,wis,99.22454347826088
TX,historical_drift,1,2024-03-09,dev,2409.533568999999
TX,historical_drift,1,2024-03-09,wis,78.99703304347825
TX,historical_drift,1,2024-03-16,dev,12972.071024999996
TX,historical_drift,1,2024-03-16,wis,79.02055304347826
TX,historical_drift,1,2024-03-23,dev,195.4124409999996
TX,historical_drift,1,2024-03-23,wis,70.07188782608696
TX,historical_drift,1,2024-03-30,dev,3579.987889000003
TX,historical_drift,1,2024-03-30,wis,83.97150913043478
TX,historical_drift,1,2024-04-06,dev,753.8868489999996
TX,historical_drift,1,2024-04-06,wis,66.20582347826087
TX,historical_drift,1,2024-04-13,dev,1070.5984
TX,historical_drift,1,2024-04-13,wis,37.032050869565225
TX,historical_drift,1,2024-04-20,dev,420.94728899999984
TX,historical_drift,1,2024-04-20,wis,36.62373347826087
TX,historical_drift,2,2023-10-21,dev,52.92562500000008
TX,historical_drift,2,2023-10-21,wis,45.03844130434783
TX,historical_drift,2,2023-10-28,dev,3666.3025000000016
TX,historical_drift,2,2023-10-28,wis,41.16817695652173
TX,historical_drift,2,2023-11-04,dev,273.5385209999996
TX,historical_drift,2,2023-11-04,wis,32.93170391304348
TX,historical_drift,2,2023-11-11,dev,1343.589024999998
TX,historical_drift,2,2023-11-11,wis,46.40780434782609
TX,historical_drift,2,2023-11-18,dev,4088.195721000003
TX,historical_drift,2,2023-11-18,wis,54.253567391304365
TX,historical_drift,2,2023-11-25,dev,9033.552025000005
TX,historical_drift,2,2023-11-25,wis,62.69235260869565
TX,historical_drift,2,2023-12-02,dev,23824.539904
TX,historical_drift,2,2023-12-02,wis,105.54971391304348
TX,historical_drift,2,2023-12-09,dev,26639.789088999994
TX,historical_drift,2,2023-12-09,wis,130.57168304347823
TX,historical_drift,2,2023-12-16,dev,5742.002175999993
TX,historical_drift,2,2023-12-16,wis,102.5029347826087
TX,historical_drift,2,2023-12-23,dev,2707.6412249999967
TX,historical_drift,2,2023-12-23,wis,148.2632352173913
TX,historical_drift,2,2023-12-30,dev,35049.45622499997
TX,historical_drift,2,2023-12-30,wis,222.8032334782609
TX,historical_drift,2,2024-01-06,dev,100506.11872900002
TX,historical_drift,2,2024-01-06,wis,273.5100321739131
TX,historical_drift,2,2024-01-13,dev,114786.11760099996
TX,historical_drift,2,2024-01-13,wis,432.5042839130434
TX,historical_drift,2,2024-01-20,dev,78844.14726399996
TX,historical_drift,2,2024-01-20,wis,445.59227217391305
TX,historical_drift,2,2024-01-27,dev,3792.589056000008
TX,historical_drift,2,2024-01-27,wis,132.6669847826087
TX,historical_drift,2,2024-02-03,dev,1159.1301160000037
TX,historical_drift,2,2024-02-03,wis,136.46072652173913
TX,historical_drift,2,2024-02-10,dev,22991.960161000025
TX,historical_drift,2,2024-02-10,wis,151.15085652173914
TX,historical_drift,2,2024-02-17,dev,37669.763569
TX,historical_drift,2,2024-02-17,wis,161.01392521739132
TX,historical_drift,2,2024-02-24,dev,319866.031489
TX,historical_drift,2,2024-02-24,wis,335.2584095652174
TX,historical_drift,2,2024-03-02,dev,24438.443584
TX,historical_drift,2,2024-03-02,wis,128.78397260869568
TX,historical_drift,2,2024-03-09,dev,4927.197635999994
TX,historical_drift,2,2024-03-09,wis,118.80158869565216
TX,historical_drift,2,2024-03-16,dev,16556.22624100001
TX,historical_drift,2,2024-03-16,wis,111.78139869565216
TX,historical_drift,2,2024-03-23,dev,1393.976896000001
TX,historical_drift,2,2024-03-23,wis,72.42473000000001
TX,historical_drift,2,2024-03-30,dev,48.16359999999997
TX,historical_drift,2,2024-03-30,wis,81.10155
TX,historical_drift,2,2024-04-06,dev,6722.688063999998
TX,historical_drift,2,2024-04-06,wis,85.48782652173914
TX,historical_drift,2,2024-04-13,dev,509.9918889999999
TX,historical_drift,2,2024-04-13,wis,70.79057999999999
TX,historical_drift,2,2024-04-20,dev,1844.4448090000003
TX,historical_drift,2,2024-04-20,wis,45.21125826086957
TX,historical_drift,3,2023-10-28,dev,2517.129240999999
TX,historical_drift,3,2023-10-28,wis,54.482243478260855
TX,historical_drift,3,2023-11-04,dev,1998.805264
TX,historical_drift,3,2023-11-04,wis,39.61659304347826
TX,historical_drift,3,2023-11-11,dev,1712.2216410000017
TX,historical_drift,3,2023-11-11,wis,42.90266695652174
TX,historical_drift,3,2023-11-18,dev,766.2377609999991
TX,historical_drift,3,2023-11-18,wis,49.364523043478265
TX,historical_drift,3,2023-11-25,dev,16630.165763999994
TX,historical_drift,3,2023-11-25,wis,82.83964478260869
TX,historical_drift,3,2023-12-02,dev,6741.887881000006
TX,historical_drift,3,2023-12-02,wis,63.018109565217394
TX,historical_drift,3,2023-12-09,dev,37092.83402500001
TX,historical_drift,3,2023-12-09,wis,127.13212260869568
TX,historical_drift,3,2023-12-16,dev,38268.35812900002
TX,historical_drift,3,2023-12-16,wis,151.95916217391306
TX,historical_drift,3,2023-12-23,dev,113465.227716
TX,historical_drift,3,2023-12-23,wis,193.73873304347825
TX,historical_drift,3,2023-12-30,dev,52952.913225
TX,historical_drift,3,2023-12-30,wis,202.76305608695657
