reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.01,27.357
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.025,52.513
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.05,69.427
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.1,93.01
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.15,115.887
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.2,135.14
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.25,154.921
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.3,178.702
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.35,200.139
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.4,219.095
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.45,238.513
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.5,257.997
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.55,284.399
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.6,310.301
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.65,336.771
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.7,374.167
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.75,416.436
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.8,455.385
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.85,513.848
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.9,586.484
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.95,714.963
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.975,845.211
2024-12-21,wk inc flu hosp,0,2024-12-21,01,quantile,0.99,960.954
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.01,14.491
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.025,26.134
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.05,39.444
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.1,66.441
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.15,91.174
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.2,122.024
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.25,153.55
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.3,187.254
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.35,220.097
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.4,265.163
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.45,292.606
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.5,330.98
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.55,370.131
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.6,415.276
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.65,480.07
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.7,537.259
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.75,623.76
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.8,703.581
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.85,801.924
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.9,953.059
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.95,1187.105
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.975,1430.619
2024-12-21,wk inc flu hosp,1,2024-12-28,01,quantile,0.99,1623.317
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.01,5.68
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.025,10.577
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.05,20.975
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.1,44.597
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.15,66.561
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.2,101.334
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.25,133.619
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.3,177.097
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.35,219.635
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.4,263.276
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.45,314.445
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.5,372.794
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.55,436.206
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.6,506.146
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.65,560.462
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.7,656.63
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.75,758.06
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.8,877.14
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.85,1023.696
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.9,1193.927
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.95,1417.338
2024-12-21,wk inc flu hosp,2,2025-01-04,01,quantile,0.975,1696.633
