date,year,week,US,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR
2022-12-17,2022,50,21615,176,51,568,251,1614,255,395,25,23,846,179,14,286,733,731,325,219,429,180,182,261,659,894,247,142,751,99,166,318,76,606,342,1733,319,66,972,766,686,1045,41,149,97,258,1533,41,56,286,740,199,483,40,61
2022-12-24,2022,51,19634,152,43,580,202,1596,399,270,29,21,1024,158,29,203,578,615,328,182,281,155,211,231,760,1123,162,86,559,60,140,226,117,522,361,1517,298,72,799,680,451,1047,57,118,84,226,1302,63,64,269,404,155,458,50,114
2022-12-31,2022,52,19482,148,43,656,204,1423,315,241,42,32,1244,184,34,223,555,566,320,185,243,166,192,225,765,1137,177,120,636,91,144,179,141,476,286,1309,299,82,707,708,361,1101,49,157,59,248,1413,83,81,279,384,172,484,51,60
2023-01-07,2023,1,14078,123,32,386,158,913,158,170,45,17,1325,189,10,112,433,361,218,125,133,171,126,157,489,714,80,88,405,60,99,116,108,343,179,956,222,72,489,503,152,809,36,161,69,174,1246,66,51,233,231,148,332,32,52
2023-01-14,2023,2,7191,99,7,163,105,411,99,79,12,6,702,108,9,46,173,173,96,54,63,85,57,101,251,320,47,57,195,39,63,37,47,166,53,517,131,52,194,274,65,452,9,79,15,100,764,22,12,119,144,48,171,16,84
2023-01-21,2023,3,4492,57,7,118,65,208,37,36,6,8,593,80,0,35,68,100,43,40,35,83,29,67,131,171,29,52,101,16,55,21,23,102,29,309,63,28,123,168,32,303,16,58,12,69,491,22,10,72,86,14,108,14,47
2023-01-28,2023,4,3092,42,5,57,44,126,26,33,6,7,423,71,9,17,73,71,47,21,32,42,14,39,76,84,18,35,73,9,22,11,19,79,21,236,41,24,72,94,11,235,10,41,15,41,347,7,5,60,66,21,51,5,57
2023-02-04,2023,5,2597,35,3,62,20,115,38,15,10,9,354,204,8,3,28,41,13,12,16,94,10,51,58,87,16,29,50,9,6,4,4,38,10,145,40,9,59,86,10,193,4,40,15,43,281,7,3,62,42,22,22,6,54
2023-02-11,2023,6,2177,29,1,56,33,93,27,15,1,5,300,83,10,4,31,41,15,9,29,50,6,41,59,56,7,21,41,2,2,11,8,26,9,104,55,16,49,54,7,180,1,46,9,28,270,7,0,64,47,16,23,2,77
2023-02-18,2023,7,1908,30,2,38,25,73,17,14,1,5,235,75,4,8,28,33,9,3,22,33,4,26,39,60,10,28,42,6,6,12,4,53,3,87,46,10,47,45,4,194,2,43,16,57,241,12,2,57,31,9,11,2,44
2023-02-25,2023,8,1649,31,5,43,30,79,13,17,0,4,215,60,5,3,31,42,11,8,7,22,0,26,21,54,6,32,36,3,9,3,2,41,11,55,28,9,24,33,6,168,2,41,4,43,208,4,2,61,38,14,6,0,32
2023-03-04,2023,9,1504,16,2,49,33,62,19,10,5,4,178,54,1,3,24,45,6,4,11,25,4,13,15,51,8,34,39,6,6,4,2,31,16,49,34,5,23,32,5,169,1,29,7,41,171,3,1,57,58,9,7,1,22
2023-03-11,2023,10,1372,17,4,43,23,47,9,19,1,2,179,51,3,4,16,32,12,6,15,22,0,16,18,36,5,32,35,3,14,3,4,22,5,56,25,5,26,19,6,176,0,31,15,27,157,7,5,40,47,4,10,2,16
2023-03-18,2023,11,1415,22,1,55,15,60,12,10,0,2,211,54,4,6,12,35,7,7,26,17,5,10,20,33,6,22,24,2,11,6,10,22,3,67,32,11,34,29,9,154,1,21,16,29,159,3,2,60,28,8,6,2,11
2023-03-25,2023,12,1331,19,3,36,18,36,10,13,2,3,158,62,1,3,30,21,7,6,14,23,1,21,19,21,4,16,32,1,9,8,9,44,3,106,20,0,29,23,3,154,2,24,20,31,131,3,4,50,28,16,9,0,25
2023-04-01,2023,13,1295,27,1,23,27,29,6,12,2,10,165,53,7,3,37,39,4,9,16,27,4,9,13,17,10,19,29,1,10,4,9,39,9,75,12,0,33,20,4,105,0,20,13,45,156,3,0,50,32,9,4,1,42
2023-04-08,2023,14,1199,17,2,40,15,45,7,22,0,4,185,49,3,5,25,18,2,5,19,18,3,12,11,25,12,26,29,0,3,4,6,39,1,78,22,7,13,23,5,65,0,24,13,29,128,6,0,54,26,7,10,2,33
2023-04-15,2023,15,1077,16,2,46,17,33,18,11,0,3,130,29,1,2,37,17,5,7,23,14,0,13,10,16,12,16,18,0,6,8,0,45,4,75,25,5,25,19,3,66,1,22,5,25,126,3,1,35,27,7,9,3,34
2023-04-22,2023,16,982,20,1,37,8,37,12,8,0,3,152,44,2,3,25,10,0,2,12,21,5,10,9,8,8,33,19,2,7,0,1,35,8,47,13,3,18,15,1,82,1,21,4,22,102,6,0,45,18,4,5,0,33
2023-04-29,2023,17,903,11,0,41,11,26,9,9,1,1,137,43,1,7,19,18,12,2,4,20,0,10,9,7,12,16,26,0,4,4,2,13,2,37,10,5,19,21,5,80,1,27,4,18,110,0,2,31,14,5,0,1,36
2023-05-06,2023,18,994,4,5,34,9,22,7,7,0,0,128,33,0,5,24,21,5,2,16,10,2,15,10,17,19,21,27,0,2,7,3,21,1,52,7,7,17,10,2,47,0,17,7,24,197,4,0,52,13,4,7,2,47
2023-05-13,2023,19,980,14,1,55,12,33,7,6,1,2,132,50,1,9,30,18,5,2,15,18,4,11,18,17,13,24,21,0,4,6,1,21,1,54,16,2,17,15,0,62,4,23,7,15,99,6,0,44,10,5,5,1,43
2023-05-20,2023,20,1116,10,0,55,9,24,9,9,0,2,140,30,3,1,25,19,3,4,11,17,5,5,13,13,8,22,22,2,2,3,0,15,4,50,11,13,218,23,2,54,0,21,3,14,97,4,2,35,13,9,2,1,59
2023-05-27,2023,21,974,11,0,65,14,23,10,12,0,6,141,37,0,2,37,16,4,3,11,11,2,6,10,18,3,20,8,3,7,6,4,20,3,61,5,3,14,20,3,57,3,17,3,27,106,5,0,50,15,10,2,0,60
2023-06-03,2023,22,939,25,3,65,6,48,5,4,3,3,148,46,4,2,22,15,0,4,5,14,3,8,9,14,1,10,8,0,3,6,1,25,2,46,14,1,10,12,3,66,1,26,4,20,83,1,0,36,17,5,7,1,73
2023-06-10,2023,23,935,14,2,61,1,43,3,6,0,1,166,55,6,1,21,13,4,13,5,14,1,5,11,14,5,17,18,2,1,11,0,13,1,39,12,3,11,10,6,60,1,21,2,27,75,1,0,27,28,8,11,1,61
2023-06-17,2023,24,873,5,6,50,5,36,6,6,0,1,148,41,8,6,20,13,2,2,8,10,0,2,12,20,8,14,10,2,1,8,2,9,1,37,18,2,11,15,2,56,2,23,2,31,100,4,0,27,19,6,4,1,50
2023-06-24,2023,25,813,11,0,48,12,27,3,6,0,2,165,38,9,1,13,5,1,2,6,8,1,8,4,14,2,13,12,1,1,8,0,12,1,36,16,1,14,9,5,49,0,23,0,13,109,3,0,22,17,2,1,1,58
2023-07-01,2023,26,836,11,4,29,6,49,7,6,0,1,158,38,10,7,8,9,2,3,5,16,2,0,7,9,0,15,7,1,1,7,1,6,0,29,17,1,37,13,1,47,1,20,2,24,87,3,1,39,19,3,5,9,52
2023-07-08,2023,27,699,3,2,34,4,26,3,1,0,2,144,23,8,3,11,2,2,1,8,13,3,3,3,5,1,14,3,0,1,6,0,16,1,23,10,2,37,12,2,46,2,14,3,21,79,1,0,39,18,0,4,1,39
2023-07-15,2023,28,736,14,2,28,8,54,8,2,0,2,138,18,6,3,10,2,0,3,6,6,0,5,7,3,0,14,13,1,0,10,1,7,0,17,13,1,40,8,5,41,0,18,0,23,96,3,0,30,19,1,8,0,42
2023-07-22,2023,29,645,15,1,13,6,39,4,3,2,1,110,17,4,1,12,4,2,0,3,7,1,4,10,3,0,10,20,0,1,7,0,16,1,28,5,1,33,13,3,37,0,16,0,23,86,0,0,22,18,0,9,0,33
2023-07-29,2023,30,772,31,0,15,5,37,3,5,0,1,132,16,4,3,10,4,0,2,9,12,3,14,4,4,3,17,10,0,1,4,1,8,0,19,9,1,117,14,2,36,0,20,0,16,92,1,0,19,18,3,2,2,42
2023-08-05,2023,31,690,13,2,11,11,43,3,4,0,0,131,19,6,2,12,7,1,1,9,11,2,7,6,4,2,9,4,0,1,6,1,15,2,33,8,0,9,6,3,51,0,18,2,22,109,1,0,31,20,1,1,0,29
2023-08-12,2023,32,706,9,1,9,10,35,1,7,1,1,133,28,4,3,13,9,0,2,5,7,0,5,10,11,0,27,9,0,1,6,1,6,1,21,13,5,10,11,4,37,0,8,1,26,119,1,0,32,17,0,5,1,39
2023-08-19,2023,33,738,7,2,6,7,31,0,4,0,1,152,19,6,3,9,3,2,1,12,11,2,6,6,18,0,34,11,0,1,3,0,12,2,15,14,0,8,21,3,38,0,15,3,26,122,0,0,35,25,9,2,0,30
2023-08-26,2023,34,793,12,0,17,9,29,4,8,0,2,160,28,6,0,12,11,2,2,7,11,0,3,8,10,3,40,7,0,3,4,0,16,1,20,8,1,16,13,4,57,0,20,1,23,110,0,0,28,20,2,1,0,52
2023-09-02,2023,35,875,12,2,13,6,38,3,6,0,0,172,34,7,0,9,6,4,3,10,14,0,5,17,12,0,43,6,0,2,3,4,10,2,38,18,0,13,16,2,42,0,9,1,27,126,1,0,30,42,1,2,0,59
2023-09-09,2023,36,804,5,2,8,8,42,7,1,0,1,150,21,5,2,15,5,1,6,19,11,0,5,8,2,0,19,12,1,1,4,1,13,4,21,7,0,15,16,3,43,0,22,3,46,110,2,1,40,37,2,1,0,54
2023-09-16,2023,37,821,20,5,10,7,41,2,9,0,0,156,34,8,0,18,9,0,3,5,13,0,2,5,9,1,23,8,1,0,0,0,10,11,12,11,0,9,16,6,48,2,25,0,34,128,3,0,31,15,6,3,0,59
2023-09-23,2023,38,884,11,6,8,6,46,8,16,0,1,172,30,5,3,20,9,0,4,13,18,1,6,10,17,4,16,16,3,6,4,2,19,3,19,13,1,9,17,6,46,1,26,0,24,102,2,1,40,6,0,0,0,84
2023-09-30,2023,39,1026,20,7,21,10,46,8,8,0,0,168,29,10,2,18,12,4,5,14,16,0,4,8,12,2,20,12,4,1,3,1,9,5,48,10,3,16,26,6,60,0,28,2,41,118,4,1,54,12,6,9,2,99
2023-10-07,2023,40,1110,20,10,16,17,45,9,4,2,2,227,34,10,4,21,8,3,10,12,19,5,3,12,17,3,29,24,0,5,4,2,17,6,37,36,0,18,15,6,41,1,22,0,28,121,4,0,49,4,2,10,6,109
2023-10-14,2023,41,1215,24,14,21,15,60,15,3,0,2,213,39,15,2,18,23,1,3,23,28,4,3,16,20,6,22,25,0,9,6,0,13,4,26,20,1,21,39,6,40,1,26,0,32,168,3,0,54,13,3,3,4,103
2023-10-21,2023,42,1470,30,21,52,18,50,16,1,1,4,291,31,13,2,27,25,4,7,20,31,2,9,14,21,4,20,17,1,8,7,0,33,2,37,17,1,21,22,8,42,0,32,2,43,242,9,2,72,11,3,4,4,111
2023-10-28,2023,43,1614,30,30,49,13,76,19,7,1,1,313,40,13,4,21,33,4,5,23,46,4,10,28,12,4,17,17,0,7,8,2,44,2,48,20,1,17,10,14,49,1,21,3,44,245,5,0,61,8,4,7,0,164
2023-11-04,2023,44,2014,37,33,51,18,97,31,12,1,0,443,56,14,5,34,43,10,5,21,40,1,15,33,34,9,30,24,1,5,12,2,26,10,57,40,0,21,18,6,31,0,45,1,44,348,9,0,51,17,7,16,1,144
2023-11-11,2023,45,2776,57,39,132,24,231,52,5,1,0,462,116,16,4,54,58,13,10,33,65,4,19,32,30,18,38,40,5,5,22,2,46,9,88,49,2,26,34,11,81,2,52,2,47,427,5,2,92,17,14,20,5,148
2023-11-18,2023,46,3492,74,17,187,17,372,102,22,2,5,652,133,29,11,71,95,14,18,18,96,2,27,38,52,15,46,40,3,4,27,2,33,12,123,88,7,56,37,17,89,0,64,1,57,428,7,5,100,33,8,15,9,110
2023-11-25,2023,47,4387,72,14,209,57,459,137,33,1,8,701,156,26,8,102,100,27,26,37,115,19,22,67,88,24,47,58,6,8,39,1,75,21,178,153,4,75,34,11,123,3,81,2,73,534,10,3,115,36,13,34,23,117
2023-12-02,2023,48,5962,85,15,276,24,683,126,57,2,11,743,225,23,19,165,149,44,37,59,121,9,60,99,106,34,77,85,18,8,45,7,129,43,345,213,17,134,71,17,212,6,133,7,98,699,17,3,143,74,17,59,24,89
2023-12-09,2023,49,7510,110,14,388,41,868,153,74,10,14,761,261,32,46,205,181,43,37,48,158,15,78,148,173,48,71,140,21,11,77,15,160,86,509,312,11,161,59,43,279,6,177,6,152,829,17,8,157,83,20,97,48,48
2023-12-16,2023,50,10289,147,4,602,53,1077,234,120,18,20,843,442,24,67,253,260,50,43,86,178,20,115,216,247,78,96,154,37,13,118,28,304,157,744,402,16,239,85,45,391,24,264,13,178,1155,24,8,229,109,33,122,46,57
2023-12-23,2023,51,15727,270,5,946,96,1763,252,115,24,46,989,746,28,115,464,374,90,92,137,307,16,207,317,271,110,200,224,78,62,158,41,488,232,944,733,26,438,153,103,702,16,421,33,294,1597,58,12,419,155,82,187,28,59
2023-12-30,2023,52,21685,318,4,1106,187,1810,367,194,60,57,1352,1132,32,163,576,556,99,93,261,381,51,328,554,567,189,297,370,116,51,185,51,729,237,1343,1076,51,638,137,147,933,46,649,48,538,1975,80,19,731,211,153,297,72,63
2024-01-06,2024,1,19550,349,5,907,234,1470,308,167,48,55,1414,758,40,157,511,521,94,93,296,304,58,322,634,497,168,263,345,129,50,143,46,667,230,1278,779,52,562,174,142,761,48,473,54,474,2093,63,15,538,209,169,248,82,51
2024-01-13,2024,2,15909,227,6,716,223,1075,286,159,34,37,1070,627,25,102,380,443,84,101,240,252,47,245,518,381,161,230,316,114,55,145,47,570,154,1037,505,32,542,210,115,577,34,268,32,390,1964,47,24,381,161,136,265,56,61
2024-01-20,2024,3,13305,169,9,682,227,1096,197,128,32,27,908,486,23,88,335,402,95,66,197,141,40,198,401,346,123,158,266,81,35,78,30,441,114,862,310,41,505,253,85,454,34,197,16,350,1682,28,26,302,145,145,175,23,50
2024-01-27,2024,4,13027,142,7,616,275,732,229,156,28,21,835,455,30,69,275,428,76,68,251,130,34,171,391,388,144,161,272,115,47,67,24,345,104,923,308,48,590,346,98,405,24,213,27,280,1868,38,21,262,120,136,141,40,51
2024-02-03,2024,5,11967,103,8,343,245,547,196,111,25,20,711,354,5,71,272,453,107,113,225,123,65,113,446,483,150,111,303,85,47,58,37,331,77,769,255,40,591,419,84,450,17,175,23,223,1869,28,18,184,105,127,175,39,34
2024-02-10,2024,6,11635,109,11,183,291,464,196,142,25,14,828,308,17,61,250,487,112,139,284,97,77,111,432,664,164,86,344,82,54,35,43,323,78,768,174,31,607,464,87,425,21,132,18,196,1500,16,20,174,80,131,178,33,68
2024-02-17,2024,7,11127,120,2,204,258,342,137,119,36,19,678,259,10,59,262,439,124,111,282,85,86,123,512,770,173,94,354,24,54,51,41,370,73,789,179,29,610,389,65,493,29,130,26,195,1125,19,21,195,73,184,209,44,52
2024-02-24,2024,8,10873,87,4,204,275,302,129,171,24,18,619,192,14,90,318,419,157,82,279,94,69,118,463,974,159,55,454,22,84,43,33,297,60,793,160,25,658,169,89,493,34,111,42,201,995,9,26,207,97,163,213,27,52
2024-03-02,2024,9,10815,81,11,182,278,266,93,212,33,15,538,203,16,61,331,390,180,87,280,77,64,176,508,1017,182,67,444,27,95,49,39,343,61,773,160,22,637,179,76,544,27,107,46,236,811,17,30,219,75,181,200,25,43
2024-03-09,2024,10,9417,85,5,125,247,207,80,165,26,36,536,156,9,70,267,414,178,84,190,55,50,170,402,851,174,61,408,28,86,43,33,272,77,596,132,21,623,181,79,511,23,97,37,188,637,14,29,196,56,143,197,15,52
2024-03-16,2024,11,7327,65,9,134,190,188,96,99,18,14,516,102,18,68,250,275,115,95,142,40,33,114,323,599,164,55,281,35,69,30,38,218,45,414,94,29,357,139,68,369,21,74,43,129,538,13,24,134,85,101,183,11,63
2024-03-23,2024,12,6049,70,10,106,103,175,97,83,16,20,423,81,6,55,212,174,94,66,129,33,26,75,240,530,133,45,192,21,60,39,25,180,57,356,83,20,299,94,97,345,13,66,59,127,398,11,18,135,81,80,132,5,50
2024-03-30,2024,13,5576,60,8,97,82,180,68,89,15,18,404,64,7,45,201,175,90,66,120,47,23,76,228,523,124,47,193,29,51,26,17,188,36,391,88,31,244,91,64,267,14,63,33,84,360,11,15,111,56,71,126,11,47
2024-04-06,2024,14,5073,39,7,81,60,151,49,88,19,23,312,60,9,31,182,166,82,42,102,32,24,88,227,457,112,53,148,7,54,35,16,168,41,411,77,19,264,63,51,256,16,44,37,102,308,5,9,157,43,68,124,7,39
2024-04-13,2024,15,4073,19,4,85,47,179,55,62,7,17,326,57,12,12,186,112,63,27,67,30,15,55,177,334,79,38,108,9,45,23,14,130,19,366,55,18,193,35,33,196,14,64,14,77,275,1,16,110,42,22,77,6,43
2024-04-20,2024,16,2944,18,2,79,30,157,26,57,8,14,239,40,5,15,122,61,53,40,46,24,16,38,127,170,53,25,83,6,27,26,12,110,15,217,23,15,110,30,32,146,11,37,24,58,255,3,10,79,26,13,66,2,36
2024-04-27,2024,17,2421,16,5,105,60,156,23,64,2,8,262,35,14,16,88,46,22,27,25,17,14,20,69,123,39,21,59,3,17,21,4,89,20,164,13,7,78,36,30,116,7,30,14,51,171,6,6,58,37,22,37,4,44
2024-05-04,2024,18,1485,10,3,75,14,77,23,34,4,5,141,16,6,2,43,36,9,9,10,9,9,10,58,83,18,20,33,0,5,10,3,81,11,132,8,4,46,16,17,95,3,31,7,22,89,2,4,58,25,7,15,4,32
2024-05-11,2024,19,852,0,6,73,12,49,12,22,1,4,85,7,3,0,13,12,3,5,3,8,8,5,48,50,0,14,18,2,1,1,0,47,16,52,0,0,9,9,18,84,4,21,1,17,1,3,0,39,28,0,10,0,28
2024-05-18,2024,20,684,4,1,66,0,57,6,10,1,2,91,6,2,0,10,11,3,2,5,3,3,0,0,31,0,22,11,1,2,2,0,32,14,28,0,1,12,5,21,92,1,22,0,21,0,0,0,39,12,0,11,1,17
2024-05-25,2024,21,611,0,2,66,2,42,11,6,1,2,97,3,2,0,9,4,2,5,3,9,5,0,0,29,0,8,10,1,0,0,0,37,8,20,0,0,11,6,14,85,1,18,1,20,3,0,1,32,21,0,3,5,4
2024-06-01,2024,22,591,0,3,68,6,56,10,4,0,0,77,5,6,0,9,5,1,2,5,6,5,5,0,15,0,13,6,2,0,1,0,26,10,12,0,0,5,2,17,79,1,19,0,30,0,0,1,45,21,0,3,0,10
2024-06-08,2024,23,511,0,3,53,5,59,4,5,1,0,81,2,1,0,8,5,0,5,7,5,1,3,0,9,0,11,4,0,1,0,0,20,5,10,0,0,3,1,16,59,0,28,0,17,1,0,0,24,39,0,0,5,9
2024-06-15,2024,24,519,0,3,69,5,58,3,2,0,0,80,1,3,0,9,2,1,1,3,4,3,0,0,9,0,13,3,2,0,0,0,25,0,10,0,0,3,1,6,80,0,29,0,15,1,0,0,40,20,0,2,4,6
2024-06-22,2024,25,441,0,6,44,5,64,3,3,0,0,64,2,4,0,6,5,0,1,1,4,1,0,0,9,0,16,3,2,0,1,0,16,0,7,0,1,6,1,14,51,0,20,0,12,1,0,0,25,28,0,1,3,10
2024-06-29,2024,26,356,0,3,23,1,49,3,1,1,2,62,4,2,0,6,3,1,1,1,5,1,2,0,11,0,6,5,0,0,1,0,20,0,6,0,0,2,0,2,47,0,17,0,7,0,0,0,20,32,0,2,0,7
2024-07-06,2024,27,342,0,1,29,4,37,3,7,0,0,56,4,3,0,8,3,0,0,2,5,0,1,0,7,0,3,0,0,0,1,0,21,1,4,1,0,6,2,5,46,1,19,0,10,3,0,0,18,19,0,2,2,7
2024-07-13,2024,28,367,0,1,29,5,39,1,3,0,1,78,0,4,0,5,3,1,4,0,0,4,0,0,9,0,6,1,1,0,0,0,23,0,1,0,0,2,0,5,58,0,20,0,11,1,0,0,25,15,0,3,1,6
2024-07-20,2024,29,325,0,3,16,7,35,3,2,0,2,59,0,6,0,4,0,0,0,0,5,2,0,0,8,0,7,3,0,0,0,0,17,0,14,2,0,3,6,3,50,0,15,0,10,5,0,0,16,6,0,3,3,9
2024-07-27,2024,30,273,0,1,12,8,29,6,1,0,1,41,1,1,0,3,1,1,1,0,2,0,0,0,7,0,12,4,1,0,0,0,17,0,1,0,1,2,0,1,59,0,16,0,13,0,0,0,20,6,0,1,0,3
2024-08-03,2024,31,276,1,0,10,4,31,6,3,0,1,54,3,3,0,4,1,0,1,0,7,2,1,0,2,0,14,1,0,0,0,0,12,0,0,0,0,3,1,0,55,0,22,0,9,2,0,0,11,3,0,1,2,6
2024-08-10,2024,32,275,0,0,25,6,19,5,0,0,1,42,2,3,0,6,0,0,0,0,5,3,0,0,5,0,16,3,0,0,0,0,15,0,3,1,0,4,1,2,44,0,15,0,9,3,0,0,24,4,0,2,2,5
2024-08-17,2024,33,275,0,4,17,4,32,0,2,0,0,45,2,1,0,1,3,1,1,3,8,1,2,0,9,0,7,3,0,0,0,0,10,0,1,0,0,5,0,0,53,0,16,1,9,4,0,0,14,8,0,3,1,3
2024-08-24,2024,34,274,0,0,25,4,18,0,1,0,0,41,2,1,0,3,2,2,0,3,9,5,2,0,12,0,8,1,0,1,0,0,12,1,2,0,0,3,0,2,55,0,24,0,8,2,0,0,14,5,0,2,1,3
2024-08-31,2024,35,262,1,0,26,5,20,0,0,0,1,38,3,2,0,3,1,2,0,0,1,3,0,0,10,0,15,2,0,1,0,0,7,1,0,0,0,1,1,2,63,0,3,1,11,5,0,0,19,7,0,0,3,2
2024-09-07,2024,36,223,0,1,14,7,15,1,2,1,0,55,0,2,0,1,0,1,2,0,3,3,0,0,9,0,9,1,0,0,0,0,12,0,0,0,0,2,0,4,43,0,2,0,8,1,0,0,15,6,0,1,1,1
2024-09-14,2024,37,319,0,2,24,2,25,0,2,0,1,79,3,1,0,6,4,2,0,0,1,0,3,0,16,0,19,3,2,0,0,0,21,0,2,0,0,4,1,3,54,0,2,1,6,1,0,0,24,5,0,0,0,0
2024-09-21,2024,38,293,0,3,18,3,17,0,0,0,0,44,5,1,1,7,6,0,2,2,4,1,5,0,11,0,16,1,0,1,0,0,27,0,3,0,0,3,5,2,83,0,1,2,2,1,0,0,4,6,0,0,0,6
2024-09-28,2024,39,223,0,0,14,0,26,3,0,0,2,46,2,1,0,4,3,1,1,1,4,3,1,0,9,0,7,4,1,1,1,0,8,0,5,0,1,1,5,1,45,0,2,0,5,1,0,0,4,6,0,1,0,3
2024-10-05,2024,40,287,0,1,40,3,30,3,4,0,0,53,1,0,0,2,4,1,0,0,5,0,1,0,12,0,10,0,0,0,1,0,17,1,7,0,0,0,0,0,61,0,1,0,4,2,0,0,6,10,0,1,2,3
2024-10-12,2024,41,261,2,1,4,0,30,0,0,0,0,17,0,1,3,1,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,77,1,1,0,3,1,0,0,1,2,79,0,0,19,7,0,0,0,3
2024-10-19,2024,42,548,6,1,14,2,70,2,5,0,0,135,5,1,6,5,3,1,1,2,13,0,2,0,6,88,4,2,2,0,5,0,0,2,5,48,0,11,0,4,5,0,8,1,8,46,1,1,15,1,0,7,0,4
2024-10-26,2024,43,1070,9,3,187,1,130,14,6,0,0,113,8,2,1,12,3,4,3,4,23,0,0,0,4,0,0,8,0,1,5,0,2,15,7,47,0,229,4,6,63,0,8,2,31,63,5,0,10,4,0,7,7,10
2024-11-02,2024,44,1440,13,7,117,5,89,25,10,0,1,101,14,3,6,27,14,5,10,7,27,0,4,3,14,3,15,13,0,1,9,4,28,2,15,14,2,532,3,6,97,2,11,0,43,95,2,0,16,2,0,5,0,12
2024-11-09,2024,45,2516,32,5,288,11,142,20,4,4,3,347,40,7,8,34,29,4,7,16,84,1,8,29,45,29,23,30,0,4,23,14,30,16,55,27,0,532,13,22,141,3,21,2,79,182,7,0,26,13,5,11,8,29
2024-11-16,2024,46,2886,44,7,357,13,303,29,5,6,1,324,39,15,12,25,26,4,11,17,83,0,12,16,54,26,24,29,4,6,40,11,36,18,59,37,1,579,12,26,111,0,13,0,91,213,10,3,25,22,3,5,5,71
2024-11-23,2024,47,3406,50,5,498,6,435,28,4,11,6,399,44,7,28,70,32,3,15,17,76,0,18,44,56,16,16,38,1,3,42,11,3,22,93,31,3,629,12,41,129,2,12,0,47,256,19,0,27,29,5,18,8,38
2024-11-30,2024,48,4099,65,0,587,12,653,64,10,13,5,535,53,14,21,81,40,3,15,22,137,2,19,63,50,35,28,39,2,10,56,14,67,49,140,42,1,54,40,36,114,6,18,5,58,386,20,3,39,41,3,12,4,300
2024-12-07,2024,49,5924,102,14,880,18,918,89,13,15,2,660,83,20,68,98,64,13,33,45,153,3,28,81,76,58,39,52,2,9,68,16,109,94,264,64,2,84,31,79,173,8,39,1,102,493,64,0,62,57,12,27,5,434
