date,year,week,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,US
2010-01-09,2010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90711760430302
2010-01-16,2010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86737529968374
2010-01-23,2010,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88072330631514
2010-01-30,2010,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96908433236079
2010-02-06,2010,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11386811062075
2010-02-13,2010,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09694583121344
2010-02-20,2010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90294345645018
2010-02-27,2010,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96951462278194
2010-03-06,2010,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92331036712421
2010-03-13,2010,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89658616483482
2010-03-20,2010,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75180555050134
2010-03-27,2010,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52631922263178
2010-04-03,2010,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49571988362904
2010-04-10,2010,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22313021684613
2010-04-17,2010,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17754240902
2010-04-24,2010,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09111851417293
2010-05-01,2010,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11957937083649
2010-05-08,2010,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08168511952067
2010-05-15,2010,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12497482672273
2010-05-22,2010,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0619697897527
2010-05-29,2010,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08908766932167
2010-06-05,2010,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17760142013009
2010-06-12,2010,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974930395182935
2010-06-19,2010,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987131780132296
2010-06-26,2010,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99599053755025
2010-07-03,2010,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904726272396402
2010-07-10,2010,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941927007840111
2010-07-17,2010,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.880415229455867
2010-07-24,2010,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.842614661882896
2010-07-31,2010,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858382365250436
2010-08-07,2010,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833830394847588
2010-08-14,2010,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847436542815637
2010-08-21,2010,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888273269260976
2010-08-28,2010,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76537228790335
2010-09-04,2010,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91858044292525
2010-09-11,2010,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01431787184839
2010-09-18,2010,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01232561233888
2010-09-25,2010,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11803281725652
2010-10-02,2010,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11805942184768
2010-10-09,2010,40,0.875146,2.13477,0.696056,0.674721,1.95412,0.660684,0.0783085,2.80877,0.100125,,1.6049,1.02934,0.563063,0.414938,1.28205,0.518962,0.442227,0.142932,,0.604621,1.3192,0.357724,0.671831,0.5748,1.10176,2.9098,0.0371195,0.53143,0.671355,2.19978,0.0759301,2.31534,2.13191,1.66683,1.0574455357659727,0.228257,0.624179,0.551334,0.703292,,0.235036,0.446127,1.10275,0.274655,2.06514,0.747696,1.14343,1.47641,0.510041,0.465022,1.59741,0.632911,1.10939
2010-10-16,2010,41,1.12827,2.05999,0.674157,0.749939,2.15266,0.628621,0.238095,2.89079,0.36855,,1.71307,1.75246,0.860956,1.45798,1.45089,0.653137,0.57749,0.223975,,0.887866,2.09879,0.434855,0.585011,0.541293,0.930521,2.97075,0.180963,0.53653,0.721961,2.73532,0.0924642,2.47836,1.9635,1.63633,1.2741403214153209,0.361628,0.958678,0.624076,0.910726,,0.201545,0.765523,0.793794,0.499492,2.09394,0.410939,1.23653,1.35777,1.04007,0.581832,1.58968,0.440621,1.24341
2010-10-23,2010,42,0.586042,1.94224,0.514217,0.953365,2.24173,0.80402,0.374158,2.41042,0.337025,,2.01249,0.755124,0.407,1.40814,1.56607,0.584346,0.47975,0.156152,,0.744806,1.45439,0.421743,0.524238,0.521162,0.98989,2.98141,0.185874,0.457107,0.567477,3.31103,0.29361,2.24812,1.67486,1.5086,1.162504496658273,0.52356,2.07039,0.484848,0.881081,,0.362845,0.38943,0.791023,0.49955,2.10072,0.440583,1.22545,1.48221,0.904393,1.18822,1.52672,0.441798,1.25726
2010-10-30,2010,43,0.967742,2.2765,0.41365,0.888804,1.91748,0.909658,0.333542,3.11632,0.460494,,2.38747,1.57434,0.183225,1.28007,1.45762,0.581084,0.538071,0.150108,,0.783721,1.26769,0.338409,0.921435,0.637716,0.959713,3.14804,0.0363901,0.511163,0.339239,2.05761,0.178795,2.79286,2.35498,2.14451,1.1727257497068184,0.329518,1.67073,0.751771,0.72118,,0.322675,0.418354,0.801311,0.401638,2.20655,0.755957,1.26902,1.44393,0.95511,1.01049,1.81171,0.490305,1.25734
2010-11-06,2010,44,0.683851,2.83371,1.09028,1.18573,2.52326,0.971705,0.396743,2.99118,0.222332,,2.65614,1.77398,0.35878,1.82724,1.4893,0.842254,0.481289,0.289678,,0.812421,1.45386,0.176471,0.863417,0.805802,1.16768,3.3557,0.0405186,0.649925,0.713749,0.376712,0.294372,1.82877,2.37983,1.76761,1.3690754599314001,0.831798,1.62845,0.764895,0.991455,,0.530256,0.44531,0.779833,0.528096,2.36381,0.651859,1.26547,1.25276,0.78637,1.09649,1.83986,0.566636,1.43414
2010-11-13,2010,45,0.951904,3.46224,1.19736,0.945337,2.74562,0.719015,0.319562,2.32951,0.79466,,3.41305,1.17429,0.41866,1.49434,1.55392,0.752055,0.724993,0.222995,,0.732931,1.42159,0.356622,0.806639,0.82012,1.22374,3.93095,0.243902,0.476862,0.75811,2.96108,0.304414,2.2031,2.3776,0.805239,1.5567870201096892,0.51801,2.57453,0.775305,1.03377,,0.477403,0.5111,0.743424,0.593704,2.51778,0.6639,1.41165,1.12705,1.06724,1.03383,2.06875,0.463336,1.51838
2010-11-20,2010,46,0.962567,3.53248,1.55462,1.09665,2.81963,0.696032,0.618847,1.5844,0.390879,,4.55518,1.31204,0.484206,1.95882,1.63242,0.820837,0.595801,0.46321,,0.803486,1.50014,0.520341,0.655481,0.702763,1.20367,4.46575,0.10993,0.484569,0.644192,2.42303,0.279281,2.13716,2.87842,2.63276,1.7230999379720509,0.533199,3.35068,0.657895,0.946337,,0.504177,0.455927,1.00136,0.676526,2.24622,0.907845,1.53242,1.79054,1.33132,1.12402,1.99804,0.744725,1.61617
2010-11-27,2010,47,0.652316,4.27655,2.02599,1.1338,3.16132,0.754401,0.716612,3.33519,0.503356,,5.4632,1.57422,0.533689,3.06882,1.81669,0.795053,0.890511,0.539615,,0.958095,2.01258,0.617566,0.855178,1.10096,1.41407,4.83811,0.537057,0.63197,0.590551,0.614754,0.205181,2.41758,2.9782,3.10198,2.1331847428403212,0.454502,2.6523,1.06383,1.10846,,0.67804,0.513049,0.891996,0.821849,2.59866,0.743569,1.62726,1.94011,1.87333,0.978261,1.68525,0.500147,1.84378
2010-12-04,2010,48,0.45977,4.44043,1.39295,1.42227,2.60631,0.849729,0.442994,4.15896,0.270005,,3.48178,1.96305,0.827498,1.80142,1.62132,0.887189,0.719424,0.673462,,0.903185,1.86342,0.347958,0.564609,0.855418,1.56732,4.88509,0.0380518,0.657793,0.347088,2.8157,0.138806,2.60116,2.8547,2.89043,2.4169101783324685,0.349567,2.14477,0.718276,1.20878,,0.765766,0.509782,1.10714,0.805777,2.56617,0.838308,1.57146,1.57528,0.981767,1.27081,1.39059,0.593776,1.72535
2010-12-11,2010,49,0.797721,5.81097,1.02064,2.14835,3.05613,0.809504,0.654897,3.26052,0.361156,,4.48962,2.42215,0.954329,1.72267,1.85288,0.949958,0.828437,0.598723,,0.96749,1.55109,0.435219,0.563399,0.584334,1.37036,5.33836,0.0359454,0.613611,0.23753,2.46212,0.247015,2.65371,2.32423,3.28279,2.6553826211923393,0.342466,2.33623,0.980101,1.22407,,0.635497,0.484707,1.16321,1.10577,2.40335,1.16492,1.69937,1.15663,0.96463,1.27947,1.58682,0.418323,1.87923
2010-12-18,2010,50,1.05581,10.4359,2.10551,2.01836,3.6598,0.901601,0.659413,4.33125,0.293902,,6.30401,2.51225,1.49854,1.36502,2.05097,0.964187,0.8626,0.629651,,1.12005,2.00849,0.341472,0.755685,1.16119,1.41003,8.81573,0.0772798,0.628731,0.317628,3.2371,0.070922,3.20073,2.72335,4.28725,3.207112951375731,0.446457,3.40386,1.39498,1.35668,,0.468165,0.804237,0.945846,1.37845,2.84097,1.1154,1.75344,1.34553,0.647549,0.661686,1.41603,0.311785,2.3371
2010-12-25,2010,51,0.852273,13.0878,3.61163,2.3027,4.62077,0.833503,0.873563,5.76822,0.504267,,7.27884,2.21704,2.07254,3.20553,3.09033,1.36295,0.968867,1.2874,,1.30649,2.738,0.59952,0.683919,1.0122,2.34292,10.8166,0.062422,0.944729,0.275672,2.22063,0.243309,4.6438,3.41176,3.46784,4.220717331326812,0.598156,4.09441,2.06037,2.00375,,0.854701,0.799381,1.51849,2.36079,3.87315,1.10739,2.19585,1.51873,0.387097,0.693594,1.19637,1.63244,3.03533
2011-01-01,2010,52,1.13086,11.6592,2.5771,1.51649,4.6895,1.06009,0.853578,6.84746,0.508974,,6.06827,3.34378,1.45606,2.59815,3.55156,1.7327,1.36456,0.954144,,1.4601,3.6845,0.644828,0.899631,1.10533,2.68029,9.03389,0.234926,1.58986,0.0,3.82883,0.266046,4.91358,3.87493,3.88664,4.379304644884016,0.721306,4.9101,2.29709,2.38516,,1.28881,1.17429,1.52446,2.74332,3.40711,1.09006,2.3964,1.81087,2.45902,1.38822,1.41386,1.46377,3.136
2011-01-08,2011,1,0.592593,9.73755,3.36738,1.59667,3.56213,0.919508,0.923191,4.75874,0.783904,,4.82214,2.44275,0.579065,2.03906,2.99071,1.75182,1.05792,1.27095,,1.17914,2.27061,0.509198,0.687039,1.37079,2.12687,6.75844,0.0,1.5266,0.264901,3.00619,0.328757,3.95271,2.95452,3.08241,3.2635721312941595,0.914853,3.02847,1.22262,2.10846,,0.588452,1.45963,1.40617,1.69993,3.21248,0.519955,2.48912,1.77179,1.5224,0.801901,1.24516,0.806285,2.53336
2011-01-15,2011,2,1.48227,11.944,4.84672,1.71146,3.79325,1.01411,1.04648,4.8618,2.53041,,4.11148,2.01871,0.459117,2.25623,3.28357,2.40376,1.06197,0.710557,,1.69167,2.36271,0.471204,0.833662,1.06915,2.35408,5.94459,0.221926,2.53445,0.118133,2.95939,0.231774,4.97268,2.89821,3.31421,3.2012316249503376,1.17144,5.76184,1.64506,2.3239,,0.415937,2.46609,1.7554,2.72602,4.05996,2.5974,2.81105,1.48631,1.21906,0.842289,1.2586,1.06561,2.91288
2011-01-22,2011,3,1.66821,13.1063,6.77669,2.38773,4.02689,1.14098,1.18359,3.89466,1.98627,,3.52076,3.2167,1.00663,3.5809,4.03462,4.38823,1.60295,1.49903,,1.52558,4.12421,0.75275,1.0462,1.83651,2.2551,6.62632,0.251004,3.98145,0.768808,3.12049,0.422744,5.12435,3.72137,3.78455,2.904441506679032,1.63964,10.3386,1.90359,2.72705,,0.502842,2.48763,2.36777,3.6452,4.73202,2.13816,3.97236,1.74683,0.721046,1.24703,1.92201,2.36327,3.44497
2011-01-29,2011,4,1.40127,14.7376,7.29689,2.33506,4.60501,1.88811,1.07163,3.92447,1.99336,,4.36671,3.9489,2.19041,3.4288,4.71879,6.90447,2.84569,2.02093,,1.86385,3.80076,1.03409,1.59031,1.98138,3.66952,6.58129,0.207828,4.89549,1.02814,4.47843,0.413456,5.90291,5.0758,3.83545,2.7540093509627472,2.40387,14.4065,2.11458,4.04659,,0.950899,4.84551,2.6757,5.15049,5.93439,0.895355,4.7423,2.17977,1.81388,2.37759,2.88373,2.898,4.16185
2011-02-05,2011,5,3.67868,12.5984,6.48838,2.43798,4.33983,2.52049,1.64619,3.35762,1.99868,,4.79551,3.73887,2.61337,3.94244,4.9683,6.7716,3.31402,3.20207,,2.37127,4.0101,1.47004,1.73742,2.56631,5.05806,6.80856,0.836972,5.62213,1.22549,6.28019,0.504732,5.5993,5.56121,4.03184,2.6744106191564714,3.4932,12.8354,1.6229,4.37266,,1.40503,7.12673,2.87303,6.39836,6.68052,2.03178,5.34851,2.47765,2.81109,2.98987,3.47316,2.92516,4.55159
2011-02-12,2011,6,1.95891,11.5078,8.08052,2.77627,4.88711,2.63779,1.76373,3.47826,2.1037,,4.87195,4.71753,1.72855,4.56026,4.23328,6.07211,3.19528,3.03882,,2.33142,3.65262,1.57754,2.27731,2.51155,4.89771,6.14754,0.355114,6.0716,1.5978,3.68098,0.725821,5.86393,4.90175,3.71371,2.6949113516002763,2.26706,7.32127,2.25032,3.74081,,2.31654,6.04218,3.20291,6.27479,8.12867,2.90828,5.12923,2.73263,2.16644,2.93542,3.98661,3.37715,4.46504
2011-02-19,2011,7,4.4316,11.9696,8.18854,2.63356,5.07162,2.92775,1.98326,2.7957,2.6928,,4.71214,5.72271,2.19298,6.01038,4.04362,5.97522,3.72246,2.14109,,2.65215,3.05647,2.27929,2.29611,3.1493,6.10616,5.96418,0.701262,5.03414,2.25564,4.43182,0.66166,6.11392,6.43468,4.06365,2.7768558468857174,2.23717,7.16321,2.5634,3.61821,,2.72609,4.84745,4.34783,5.97049,8.26519,2.45478,5.14304,3.43809,4.14244,2.81324,5.12116,2.60146,4.55124
2011-02-26,2011,8,2.93454,9.67196,6.03429,2.28608,5.17402,2.85625,1.98091,1.64396,2.32987,,4.05653,5.54855,2.21029,6.26091,3.85922,5.02345,3.39597,2.57244,,2.45628,2.62542,1.92711,2.71023,2.98699,5.4344,5.0174,1.10193,3.73912,2.68235,8.24176,0.766522,6.69849,5.32783,4.06769,2.738301222855143,1.90649,5.65058,1.81037,3.40457,,4.95067,3.85022,4.16738,3.57057,6.66045,1.88917,4.35908,2.53743,3.80721,2.76498,5.45299,2.36935,4.0822
2011-03-05,2011,9,4.8801,6.80203,6.93537,1.71211,5.00087,2.67784,1.34299,2.02952,2.14613,,2.82145,5.25433,2.18331,5.59846,3.6953,3.80817,3.08696,1.78363,,1.93807,2.14094,1.90314,2.1339,3.23099,3.89713,4.25786,1.11654,2.25827,3.01666,6.80219,0.939249,5.74113,4.83437,4.78919,2.109708663819402,1.68197,4.77424,1.91172,2.91082,,2.48051,2.88657,3.8888,3.15196,4.58565,1.18407,3.47331,2.28095,3.46903,3.19263,4.32385,2.28645,3.38812
2011-03-12,2011,10,3.53371,5.82572,2.61015,1.70064,4.69447,2.10423,1.15734,2.30938,1.68552,,2.36845,5.17388,1.44017,6.48731,3.19015,2.72749,2.50417,0.949242,,2.04345,1.99212,1.20046,2.18373,2.84067,4.21369,4.01552,0.801165,2.32629,4.21801,5.88957,0.529101,5.05526,3.72878,3.27375,1.9666937135350258,1.48446,3.57379,2.09194,2.76817,,2.27168,2.19114,3.50391,2.14712,3.68025,1.89679,2.8357,2.74522,3.04946,3.12896,2.60933,1.53282,2.99142
2011-03-19,2011,11,2.68747,4.04606,3.26913,1.32819,4.4379,1.78431,0.888569,2.99166,0.947763,,2.15871,4.2368,1.8766,4.38749,3.373,2.05007,1.76917,0.63851,,1.7797,1.66098,1.0707,1.70829,2.80579,2.54097,3.77297,0.815376,1.47839,2.21662,2.89517,0.541883,4.68859,3.60762,3.08045,1.947142097888583,1.28231,3.2034,1.625,2.01834,,1.31332,1.43328,2.76452,1.58316,2.84749,1.53116,2.26876,2.12912,3.64271,3.71758,2.589,1.10763,2.61542
2011-03-26,2011,12,3.02457,3.43834,2.31362,0.996642,3.29703,1.37731,0.355872,2.89299,0.526316,,1.76585,1.97368,0.64433,4.3877,2.63603,1.66513,1.55869,0.489316,,1.51078,1.77878,0.860451,1.31108,2.38585,2.44453,3.04018,0.835189,1.0581,2.26397,1.56352,0.388199,3.41036,2.85169,4.29749,1.84468524251806,0.648695,1.86879,1.64474,1.58492,,0.897505,0.769995,2.5306,0.632749,3.1125,1.22,1.85296,1.53347,3.06081,1.02041,1.354,0.770102,2.09065
2011-04-02,2011,13,2.14376,3.17374,1.66325,1.11316,3.2,0.984413,0.673014,2.37252,0.96858,,1.64046,2.75953,0.568451,2.83491,2.55181,0.984447,1.13311,0.700844,,1.5324,1.22569,0.793257,1.08931,2.18437,1.99634,3.35792,0.4662,0.838605,0.846702,1.16105,0.484352,4.60678,2.67527,2.27938,1.8092609628948173,0.87309,1.21359,1.28979,1.55592,,0.906649,0.792051,2.24277,0.76575,2.13536,1.2719,1.81293,1.67224,1.54696,1.29545,1.27412,1.11902,1.86146
2011-04-09,2011,14,2.2082,2.74659,0.850906,0.997526,2.64683,0.896684,0.344308,0.195185,0.475119,,1.52942,2.79948,0.932599,2.86096,2.15318,0.922334,0.892174,0.356102,,1.39126,1.57288,0.723634,0.834344,2.04599,1.61195,3.13642,0.27933,0.536536,0.721848,0.894234,0.196773,3.39574,2.32261,2.21222,1.858290723155588,0.615465,1.56685,1.00822,1.68153,,0.701179,0.641026,1.35374,0.703437,1.83216,0.752299,1.51176,1.83993,0.79858,1.00159,0.940983,0.837521,1.61377
2011-04-16,2011,15,1.36504,2.67592,0.438757,0.895053,2.57193,0.814396,0.244275,0.068306,0.11534,,1.33095,1.85053,0.630915,2.93392,1.57063,0.581147,0.616165,0.300405,,1.28155,1.94079,0.644531,0.558727,1.40235,1.33698,3.1314,0.235018,0.586047,0.794439,1.43939,0.0591017,2.74671,1.72675,2.11339,1.598297332419241,0.452128,0.674252,0.965873,1.41556,,0.529021,0.500128,0.913621,0.55213,1.67025,0.963515,1.48654,2.00573,0.970497,0.79756,0.704424,0.515717,1.42199
2011-04-23,2011,16,1.4123,2.76866,0.675676,1.09028,2.24199,0.764121,0.230614,0.0754148,0.082012,,1.32493,2.55447,0.442282,1.48645,1.72191,0.474655,0.562141,0.187166,,1.25237,1.95606,0.563317,0.640349,1.32867,0.99348,2.85882,0.0297885,0.370714,0.399734,1.05422,0.0441501,2.79318,1.87243,3.12605,1.5974098374715897,0.355802,0.592969,1.07246,0.970285,,0.464476,0.509698,1.00823,0.575935,1.66212,0.579542,1.3181,1.43522,1.38714,0.251397,0.719499,0.575576,1.3382
2011-04-30,2011,17,0.854271,3.28311,0.455754,0.835587,2.34436,0.909698,0.23084,0.0,0.0457247,,1.35877,1.77134,0.552995,1.86047,1.52495,0.513118,0.688073,0.183804,,0.991172,1.05199,0.46474,0.49864,1.01429,0.711214,2.72215,0.0,0.275451,0.210416,0.513834,0.161253,2.76842,1.75745,1.55288,1.2176250203616223,0.375144,0.293686,0.959752,0.976213,,0.71474,0.248098,0.880395,0.385999,1.4454,0.257927,1.05721,1.32743,0.649087,0.440529,0.635055,0.347136,1.19995
2011-05-07,2011,18,0.798122,3.00455,0.630347,0.772679,2.14632,0.759519,0.119296,0.0,0.0863309,,1.30999,0.603774,0.242131,1.58513,1.34804,0.443973,0.4769,0.554486,,0.912764,1.13264,0.49682,0.556691,0.588957,0.603942,2.32148,0.0,0.320739,0.246305,0.421546,0.0752257,2.01081,1.65705,2.51242,1.1858095827561477,0.6618,0.310421,0.924745,1.03274,,0.390747,0.230061,0.602007,0.108425,1.62718,0.31746,1.07273,1.514,0.720721,0.42125,0.414612,0.252434,1.14889
2011-05-14,2011,19,0.359712,2.64628,0.711744,0.686106,2.05279,0.604343,0.128425,0.0,0.0455996,,1.45429,1.41176,0.167411,1.45138,1.59068,0.683028,0.424309,0.133925,,0.750159,1.01451,0.508233,0.584429,0.582165,0.901051,2.40229,0.0,0.405581,0.0683527,0.283286,0.0706048,2.22222,1.75462,2.4206,1.2410572244601772,0.387558,0.387973,0.929924,0.996843,,0.0499002,0.0586625,0.627521,0.0807475,1.7883,0.333333,1.06423,1.96672,0.580781,0.227661,0.387755,0.692308,1.12194
2011-05-21,2011,20,0.306279,2.46441,0.520382,0.569434,2.13285,0.627459,0.0940291,2.1322,0.107643,,1.57802,1.40741,0.169683,1.8346,1.19695,0.520077,0.638298,0.126823,,0.812329,0.850209,0.370028,0.840106,0.756474,0.717913,2.18672,0.0,0.313559,0.342759,0.395062,0.0680735,2.69103,1.55547,0.789052,1.0986203372508943,0.485879,0.215703,1.07901,1.0065,,0.019992,0.130208,0.522938,0.0551876,1.43878,0.364577,1.1395,1.4565,0.498132,0.524292,0.335802,0.424809,1.06712
2011-05-28,2011,21,0.716846,2.72831,1.03627,0.555511,2.10667,0.59322,0.0626566,2.08451,0.0,,1.24069,1.86625,0.115741,1.55424,1.23846,0.458475,0.667022,0.0486204,,0.954948,1.2498,0.519802,0.527108,0.59795,0.804039,2.27182,0.0,0.622249,0.0,0.185071,0.03125,2.94975,1.61633,0.67815,1.3091527925859099,0.285442,0.229226,0.645819,0.862225,,0.0237699,0.260465,0.518623,0.0248201,1.18284,0.273444,0.999368,1.1976,0.18018,0.41021,0.40349,0.166875,1.05058
2011-06-04,2011,22,0.366492,2.54511,0.939306,0.550731,2.5765,0.55124,0.174672,2.37671,0.0,,1.32078,1.13754,0.0674764,2.35294,1.68385,0.721805,0.517148,0.323466,,0.914855,0.889371,0.643537,0.542265,0.524738,0.0808407,2.40786,0.0,0.607571,0.162075,0.183374,0.0448229,2.52839,1.56185,0.731602,1.2101427427822886,0.486244,0.047824,0.814053,1.004,,0.030012,0.132567,0.507343,0.0283006,1.47219,0.207684,1.01137,1.12641,0.297177,0.421496,0.411061,0.182232,1.15203
2011-06-11,2011,23,0.601751,2.38925,0.686642,0.468237,2.26424,0.433862,0.070922,2.39674,0.0,,0.965748,1.2334,0.0,1.70604,1.2613,0.432961,0.465477,0.042793,,0.875651,1.41586,0.442369,0.53505,0.523722,0.103448,2.13416,0.0,0.533668,0.0,0.330251,0.0,2.77982,1.39423,1.03003,1.1716733223049933,0.210239,0.195886,0.575595,1.02332,,0.0243368,0.21322,0.418994,0.0731172,1.0381,0.313112,0.964833,1.06724,0.332226,0.121729,0.367069,0.20284,0.970975
2011-06-18,2011,24,0.552486,2.51859,0.926999,0.392619,1.84762,0.372321,0.0,2.72306,0.0,,0.817922,0.756534,0.0,1.49102,1.10723,0.441631,0.152905,0.0802837,,0.940344,1.78476,0.403035,0.55197,0.436554,0.03885,1.88371,0.0,0.605469,0.0,0.0875657,0.0,3.07871,1.51659,0.882801,1.141225304415215,0.0583771,0.297619,1.07849,0.697869,,0.0242483,0.167584,0.541942,0.0276167,1.20398,0.27362,0.911056,0.586166,0.268097,0.111359,0.470527,0.326087,0.894683
2011-06-25,2011,25,0.764192,1.79372,0.393185,0.409738,1.73298,0.310244,0.0,1.94529,0.0,,0.667853,1.1612,0.0,1.60446,1.06486,0.310973,0.38835,0.0732064,,0.814392,1.20923,0.365764,0.482464,0.811416,0.315831,1.8323,0.0,0.637996,0.0,0.168067,0.0367107,2.93454,0.875827,0.754663,0.9722974911536867,0.0741198,0.0,1.29577,0.810081,,0.0243132,0.119104,0.393604,0.0375141,1.09499,0.204012,0.82836,1.18765,0.0,0.395604,0.186111,0.279799,0.843568
2011-07-02,2011,26,0.559284,2.36038,0.4329,0.385402,1.67684,0.250892,0.0,2.40416,0.0,,0.607222,1.57618,0.0,1.25705,1.24786,0.517443,0.107267,0.211351,,0.74462,1.21014,0.466029,0.616509,0.334753,0.109131,1.63593,0.0,0.654332,0.0766871,0.0656599,0.041876,0.885138,0.856766,0.644963,0.9944896928717263,0.277497,0.175336,0.780814,0.624086,,0.0288517,0.221511,0.310188,0.0131216,1.44139,0.408598,0.817877,0.645919,0.0,0.427148,0.222338,0.102934,0.815409
2011-07-09,2011,27,0.500835,1.84216,0.260417,0.469806,1.68774,0.422777,0.0,1.82186,0.0,,0.744043,2.35097,0.0794281,0.899594,1.5216,0.44712,0.109111,0.0508337,,0.771683,2.39544,0.873485,0.580739,0.936262,0.162668,1.7163,0.0,0.677613,0.0,0.123609,0.0,0.278035,1.1833,0.388814,0.9509254542367125,0.294551,0.172414,0.648088,0.821396,,0.0639182,0.265565,0.55142,0.0176149,1.09916,0.481314,0.723917,0.759975,0.0,0.291886,0.337781,0.170455,0.823052
2011-07-16,2011,28,0.668896,1.88256,0.260417,0.449364,1.60432,0.30888,0.0,3.40909,0.0,,0.598637,1.63205,0.0,0.645161,0.822823,0.235651,0.0996016,0.0309483,,0.75144,1.28183,0.59657,0.431365,0.358423,0.109569,1.64122,0.0,0.422692,0.0,0.0517063,0.0,0.226693,0.944753,0.500303,0.8067093531998368,0.0705384,0.106157,0.557414,0.538529,,0.0,0.113604,0.501672,0.0123153,1.11008,0.0862515,0.629352,0.711322,0.0,0.29301,0.184623,0.251256,0.674635
