AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI,US
0.009847619,0,0.004263946,0.008644048,0.004624908,0.004881349,0.004733333,0.005957143,0.006342857,0.011068027,0.010261905,0,0.003620238,0.006732143,0.006695238,0.005884921,0.006119048,0.007452381,0.011042857,0.003566667,0.004012088,0.005494558,0.00416381,0.003871429,0.005269048,0.004475661,0.004225714,0.008819048,0.004002976,0.005936905,0.006871429,0.004329167,0.006342857,0.004142857,0.004379592,0.003970635,0.010064286,0.007385714,0.005487302,0.004938095,0.009569048,0.005036191,0.008363095,0.008170677,0.004418254,0.003880952,0.006995238,0.004430612,0.006304762,0.004534921,0.004351587,0,0,0.00604035
0.010114286,0,0.00407483,0.008877381,0.004652747,0.004672619,0.004985714,0.006319048,0.006876191,0.011229252,0.010521429,0,0.003642857,0.006763095,0.006807143,0.005826984,0.006070238,0.007642857,0.011055556,0.003890476,0.004105495,0.005291837,0.004197619,0.004238095,0.005576191,0.004160847,0.004551429,0.009365476,0.004075595,0.005961905,0.007090476,0.004361905,0.006876191,0.004466667,0.004268027,0.004050794,0.010161905,0.007408572,0.005604762,0.005242857,0.01,0.004940952,0.008672619,0.008363158,0.004324603,0.004276191,0.007534286,0.004429932,0.00665,0.004570635,0.004297222,0,0,0.006186509
0.010175,0,0.004268708,0.009042857,0.004588278,0.004655556,0.004976191,0.006314286,0.006719048,0.011388435,0.010819048,0,0.003495833,0.006290476,0.006519048,0.005595238,0.006330952,0.00739881,0.011493651,0.00404127,0.004019414,0.005528571,0.004128095,0.004228572,0.005588095,0.004098413,0.004536191,0.009285714,0.003996429,0.005947619,0.007542857,0.004359524,0.006719048,0.00442381,0.004261225,0.003996825,0.010416667,0.007224762,0.005638095,0.005233333,0.010054762,0.004934286,0.00859881,0.008617544,0.004395238,0.004133333,0.007322857,0.0045,0.006466667,0.004289683,0.004237302,0,0,0.006180335
0.010025,0,0.004206803,0.00922381,0.004534799,0.00440873,0.005042857,0.006342857,0.006514286,0.0113,0.010335714,0,0.00361131,0.00665,0.006545238,0.006197619,0.006639286,0.007321429,0.011553968,0.003819048,0.004227106,0.005619728,0.003974762,0.004133333,0.005607143,0.004138095,0.004361905,0.008746429,0.004252381,0.005647619,0.007690476,0.004457143,0.006514286,0.004421429,0.004202721,0.004159524,0.010552381,0.007754286,0.005336508,0.005309524,0.009414286,0.005189524,0.008472619,0.008417293,0.004199206,0.004088095,0.006968571,0.00479864,0.006116667,0.004493651,0.00409881,0,0,0.006155855
0.009838095,0,0.003979592,0.008877381,0.004569963,0.00443254,0.004890476,0.006038095,0.006338095,0.01177551,0.010332143,0,0.00375,0.007254762,0.007014286,0.006366667,0.006022619,0.007590476,0.011101587,0.003663492,0.004414652,0.005330612,0.004120952,0.004142857,0.005419048,0.004025926,0.004608571,0.008826191,0.004249405,0.006078572,0.006752381,0.004720833,0.006338095,0.004454762,0.004447619,0.004363492,0.010240476,0.007751429,0.005607937,0.005090476,0.009659524,0.005042857,0.008464286,0.007672932,0.004288889,0.004235714,0.007092381,0.004970748,0.006326191,0.00494127,0.00426627,0,0,0.006158799
0.009736905,0,0.004053061,0.008301191,0.004707326,0.004677381,0.005109524,0.006452381,0.007038095,0.011904082,0.01025,0,0.004070238,0.006475,0.006821429,0.005887302,0.005948214,0.007536905,0.01041746,0.003612698,0.004553846,0.00554898,0.004261905,0.004104762,0.005776191,0.004189418,0.004873333,0.009333333,0.004095833,0.006482143,0.006687302,0.004822024,0.007038095,0.004516667,0.004689116,0.004183333,0.009830952,0.007100952,0.006246032,0.005261905,0.009902381,0.005149524,0.008426191,0.007837845,0.004534921,0.004228571,0.007740952,0.005035374,0.007028571,0.004794445,0.004651587,0,0,0.006243381
0.009405952,0,0.004317007,0.008858333,0.004800366,0.004935318,0.005038095,0.006314286,0.006876191,0.011859864,0.009835714,0,0.003938095,0.006867857,0.006785714,0.006311905,0.00661131,0.007329762,0.010761905,0.003788889,0.004276557,0.005670748,0.004422381,0.004178572,0.005645238,0.004442328,0.004735238,0.008805952,0.004024405,0.006251191,0.007563492,0.004680952,0.006876191,0.004511905,0.004570068,0.004119841,0.009821429,0.007862857,0.005998413,0.005319048,0.009354762,0.005029524,0.008241667,0.008681203,0.004668254,0.0042,0.007368571,0.004689796,0.006821429,0.004848413,0.004579365,0,0,0.006263191
0.009895238,0,0.004419048,0.009301191,0.005122711,0.00503254,0.004952381,0.006185714,0.006766667,0.011243537,0.009997619,0,0.003872024,0.007185714,0.007183333,0.00626746,0.006692262,0.007866667,0.011239683,0.003920635,0.004284982,0.005460544,0.004603333,0.004245238,0.005592857,0.004577778,0.004959048,0.00882381,0.003929167,0.006538095,0.007568254,0.004821429,0.006766667,0.004511905,0.004577551,0.003925397,0.010414286,0.007978095,0.006220635,0.0051,0.009552381,0.004760952,0.008807143,0.008687469,0.004726984,0.004276191,0.007384762,0.004784354,0.006914286,0.004766667,0.004484921,0,0,0.006350808
0.009753571,0,0.004410884,0.009092857,0.005010256,0.005127381,0.005109524,0.006304762,0.006685714,0.010540816,0.01007381,0,0.004184524,0.006510714,0.006671429,0.005603175,0.006227381,0.007434524,0.011234921,0.004122222,0.004567766,0.005342857,0.004595714,0.004419048,0.005664286,0.004471958,0.0047,0.008861905,0.004054762,0.005957143,0.007379365,0.004826786,0.006685714,0.004645238,0.00392517,0.003972222,0.010176191,0.007284762,0.005728571,0.005290476,0.009547619,0.004892381,0.008311905,0.009030075,0.004942064,0.004461905,0.007277143,0.004765986,0.006604762,0.00434127,0.004851191,0,0,0.006238259
0.009734524,0,0.004378231,0.009052381,0.004784615,0.005171429,0.004609524,0.005571429,0.005638095,0.010939456,0.009864286,0,0.004013095,0.006483333,0.006402381,0.005965079,0.006786905,0.007188095,0.011234921,0.003980952,0.004556777,0.005885714,0.004477143,0.004078571,0.005002381,0.004394709,0.0041,0.008251191,0.004399405,0.005419048,0.007752381,0.004674405,0.005638095,0.004159524,0.003976871,0.004088095,0.010161905,0.007555238,0.004907937,0.004880952,0.009197619,0.00532,0.008244048,0.008842356,0.005090476,0.003942857,0.006492381,0.004710204,0.005745238,0.004361111,0.004903175,0,0,0.006061399
0.009959524,0,0.004276871,0.008716667,0.00476044,0.005025794,0.004857143,0.006028572,0.006452381,0.011814286,0.010222619,0,0.003950595,0.006985714,0.007002381,0.006553968,0.0069,0.007639286,0.011295238,0.00392381,0.004435531,0.005951701,0.004406667,0.004152381,0.005409524,0.004357143,0.004550476,0.008810714,0.004204167,0.006246429,0.007455556,0.004930357,0.006452381,0.004338095,0.004476191,0.004268254,0.010285714,0.007753333,0.005733333,0.005042857,0.00957381,0.005180952,0.008572619,0.008333835,0.00473254,0.004104762,0.007189524,0.004889796,0.006564286,0.004842064,0.004711111,0,0,0.006292273
0.009865476,0,0.004163265,0.009345238,0.004955311,0.004976984,0.005147619,0.006614286,0.007047619,0.011852381,0.01032381,0,0.004005952,0.007589286,0.007483333,0.006478571,0.006758333,0.008102381,0.011195238,0.004074603,0.004478755,0.005742177,0.004597143,0.004404762,0.005833333,0.004150265,0.004945714,0.009201191,0.004057143,0.006411905,0.007434921,0.004903571,0.007047619,0.004685714,0.004485714,0.004086508,0.010204762,0.008427619,0.006065079,0.0054,0.009842857,0.004900952,0.008835714,0.008175689,0.004910318,0.004514286,0.00764381,0.005011565,0.006935714,0.004725397,0.004667857,0,0,0.006463423
0.010251191,0,0.004204082,0.009472619,0.004855311,0.004991667,0.005114286,0.006561905,0.007090476,0.011679592,0.010515476,0,0.004164881,0.007421429,0.007566667,0.006130159,0.006617857,0.00852381,0.011484127,0.003853968,0.004832967,0.005406123,0.004554286,0.004228571,0.00582381,0.004014815,0.005009524,0.009320238,0.004163691,0.006771429,0.007573016,0.004986905,0.007090476,0.004535714,0.004472789,0.003931746,0.01072381,0.008279048,0.006252381,0.005280952,0.01002381,0.0047,0.009258333,0.00803609,0.004997619,0.004438095,0.007862857,0.005093878,0.007207143,0.004611905,0.004848413,0,0,0.006506733
0.010179762,0,0.004055782,0.009083333,0.004706593,0.005344444,0.005319048,0.006790476,0.007014286,0.011676191,0.010502381,0,0.004161905,0.007222619,0.007404762,0.005972222,0.0067625,0.00804881,0.011074603,0.004207937,0.004824542,0.005493878,0.004496191,0.004492857,0.005985714,0.004169841,0.004870476,0.00919881,0.004330952,0.006557143,0.007557143,0.004951191,0.007014286,0.004719048,0.004318367,0.00395,0.010211905,0.007987619,0.006022222,0.005533333,0.009802381,0.004947619,0.008869048,0.008308772,0.005087302,0.004569048,0.007686667,0.005040816,0.007014286,0.004444444,0.005058333,0,0,0.006470243
0.010222619,0,0.003808163,0.009596429,0.004598901,0.005117064,0.005095238,0.006471429,0.006771429,0.012229252,0.010229762,0,0.003985119,0.007139286,0.006904762,0.006334921,0.007608333,0.00834881,0.011679365,0.004057143,0.004766667,0.00602449,0.004287619,0.004292857,0.005709524,0.004139153,0.004586667,0.009154762,0.004590476,0.005986905,0.008503175,0.004839286,0.006771429,0.004533333,0.003882313,0.004276984,0.010616667,0.008744762,0.005607937,0.00537619,0.009795238,0.005470476,0.009195238,0.008981955,0.004838095,0.004264286,0.007702857,0.005036735,0.00682381,0.004319841,0.004959921,0,0,0.006495463
0.010714286,0,0.003809524,0.010078571,0.004680586,0.004939683,0.005028572,0.006461905,0.006771429,0.012468027,0.010901191,0,0.004191071,0.00815,0.00795,0.007097619,0.007166667,0.008867857,0.012371429,0.003812698,0.004741026,0.006079592,0.004342381,0.004119048,0.005702381,0.003918519,0.004413333,0.009511905,0.004619643,0.006553572,0.008268254,0.005041667,0.006771429,0.004388095,0.004363265,0.004835714,0.011304762,0.00898,0.005722222,0.005180952,0.010454762,0.005433333,0.009745238,0.008919298,0.004751587,0.004004762,0.007850476,0.00519932,0.006930952,0.005169048,0.004882937,0,0,0.006686951
0.010989286,0,0.00409864,0.009390476,0.0048663,0.005166667,0.005328572,0.006819048,0.00732381,0.011614966,0.011147619,0,0.004497619,0.007410714,0.007519048,0.006411111,0.006655952,0.008442857,0.012095238,0.003892064,0.005194506,0.005830612,0.004520952,0.004252381,0.006028572,0.004404233,0.004840952,0.009926191,0.004942857,0.006728571,0.007812698,0.005202381,0.00732381,0.004588095,0.004716327,0.004540476,0.011180952,0.00802381,0.006222222,0.005514286,0.010633333,0.005369524,0.009488095,0.008709273,0.004992857,0.004307143,0.008174286,0.005432653,0.007326191,0.004920635,0.005067064,0,0,0.006732366
0.010428572,0,0.003970068,0.009434524,0.00482674,0.005425397,0.005176191,0.006514286,0.007038095,0.011393878,0.010879762,0,0.004533929,0.007013095,0.00695,0.0065,0.007317857,0.007847619,0.01172381,0.004046032,0.005645421,0.006546259,0.00443,0.004464286,0.005840476,0.004751323,0.004986667,0.009378571,0.005780357,0.006230952,0.008252381,0.005201191,0.007038095,0.004747619,0.00444898,0.005021429,0.010745238,0.008135238,0.006036508,0.005347619,0.010164286,0.006182857,0.009036905,0.009046867,0.00495873,0.004566667,0.007642857,0.00542449,0.006876191,0.004828571,0.005234921,0,0,0.006694118
0.010489286,0,0.003646259,0.01035,0.004901465,0.005544444,0.005128571,0.006419048,0.006919048,0.011880272,0.010559524,0,0.004495833,0.00815,0.007802381,0.007556349,0.007984524,0.008596429,0.012093651,0.004220635,0.005410256,0.007112245,0.004472381,0.004466667,0.005769048,0.004656085,0.004930476,0.009238095,0.00591131,0.006634524,0.008896825,0.004979762,0.006919048,0.004733333,0.005059864,0.005646825,0.011188095,0.009274286,0.006074603,0.005261905,0.010030952,0.006605714,0.009542857,0.009165163,0.004992064,0.004519048,0.007628571,0.005169388,0.00695,0.005706349,0.005353571,0,0,0.006919123
0.010930952,0,0.00395102,0.010080952,0.004733333,0.005526587,0.005419048,0.007009524,0.007828571,0.012120408,0.011138095,0,0.004225595,0.008914286,0.008661905,0.008046032,0.007889286,0.009453571,0.011603175,0.004209524,0.005115018,0.007172789,0.004611429,0.004557143,0.006261905,0.004448677,0.005608571,0.010203571,0.005599405,0.007634524,0.008514286,0.004930357,0.007828571,0.004909524,0.005702041,0.005565873,0.011166667,0.009617143,0.007020635,0.005490476,0.01085,0.006569524,0.01017381,0.008748872,0.00507381,0.004769048,0.008755238,0.005153061,0.008042857,0.006111111,0.005399603,0,0,0.007211171
0.009704762,0,0.003844218,0.00964881,0.004800733,0.005529365,0.005690476,0.007233333,0.008142857,0.01277483,0.010276191,0,0.004404762,0.008747619,0.008509524,0.007780159,0.007776786,0.008866667,0.01108254,0.00441746,0.005145055,0.006735374,0.004579048,0.004904762,0.006516667,0.004443386,0.005967619,0.010008333,0.005485119,0.007630952,0.008471429,0.0053625,0.008142857,0.005257143,0.005378912,0.005115079,0.010259524,0.009255238,0.007373016,0.005685714,0.010395238,0.006229524,0.009295238,0.008988471,0.004977778,0.005140476,0.008739048,0.005531293,0.008269048,0.005686508,0.005164683,0,0,0.007129921
0.010028571,0,0.004246939,0.009796429,0.005035165,0.005641667,0.005752381,0.007038095,0.007704762,0.012887755,0.010226191,0,0.004867262,0.008239286,0.008045238,0.007431746,0.007729762,0.008860714,0.011487302,0.004495238,0.005867399,0.00644966,0.004665238,0.005004762,0.006378572,0.004960847,0.005873333,0.009751191,0.005654167,0.007094048,0.008738095,0.005508929,0.007704762,0.005376191,0.004934694,0.004980159,0.010657143,0.009234286,0.006920635,0.005833333,0.010245238,0.005972381,0.009420238,0.009466667,0.005250794,0.005371429,0.008417143,0.005661905,0.007842857,0.005095238,0.005560318,0,0,0.007130738
0.00994881,0,0.004235374,0.010010714,0.004930403,0.005682143,0.005395238,0.006633333,0.007080952,0.012084354,0.010138095,0,0.004789881,0.00852619,0.008261905,0.008360318,0.008272024,0.008692857,0.011752381,0.004287302,0.006107326,0.007653061,0.004610952,0.004645238,0.005992857,0.004772487,0.005453333,0.009196429,0.006567262,0.007092857,0.008873016,0.005401786,0.007080952,0.00497381,0.005527211,0.006105556,0.010578571,0.00939619,0.00648254,0.005628571,0.009859524,0.007334286,0.009226191,0.009441353,0.005142857,0.004864286,0.007849524,0.005496599,0.007219048,0.006153968,0.00588254,0,0,0.007136581
0.010861905,0,0.003738776,0.010735714,0.004808425,0.005391667,0.005585714,0.007019048,0.007828571,0.011739456,0.010814286,0,0.004563095,0.009282143,0.009069048,0.008531746,0.008226191,0.009664286,0.012277778,0.004425397,0.005764469,0.007201361,0.004671905,0.004921429,0.006369048,0.004527513,0.006215238,0.009602381,0.006022024,0.0081,0.009185714,0.005416071,0.007828571,0.005228571,0.006272789,0.006112698,0.01137381,0.01008,0.007503175,0.005652381,0.010402381,0.006806667,0.010266667,0.009871178,0.004724603,0.005366667,0.008530476,0.005409524,0.008230952,0.006572222,0.005550794,0,0,0.007435602
0.011345238,0,0.003685714,0.011457143,0.00501978,0.00537381,0.005838095,0.007295238,0.007980952,0.010980952,0.011490476,0,0.004463095,0.009278571,0.009197619,0.008137302,0.008208333,0.009879762,0.012919048,0.004893651,0.005714652,0.007240816,0.00475,0.005254762,0.006583333,0.004424339,0.0062,0.010546429,0.005972024,0.008270238,0.009192064,0.005757738,0.007980952,0.005540476,0.006108844,0.005697619,0.012214286,0.010140952,0.00751746,0.006019048,0.011190476,0.006666667,0.010789286,0.009889975,0.00478254,0.005619048,0.009007619,0.005644218,0.008380952,0.006322222,0.005386111,0,0,0.007596937
0.011561905,0,0.003908163,0.010778571,0.005195604,0.005527778,0.006009524,0.007542857,0.008404762,0.01107551,0.011809524,0,0.004744643,0.008615476,0.008745238,0.007711111,0.008349405,0.009754762,0.01264127,0.004952381,0.005875092,0.007314286,0.004964286,0.00535,0.006788095,0.004396296,0.006392381,0.011111905,0.006026191,0.008283333,0.009387302,0.005800595,0.008404762,0.005619048,0.005996599,0.005660318,0.011895238,0.009595238,0.007690476,0.006166667,0.011697619,0.006692381,0.010546429,0.009710276,0.005028571,0.00572381,0.009591429,0.005845578,0.008842857,0.005951587,0.005455159,0,0,0.007655761
0.01097381,0,0.004117687,0.010984524,0.005244689,0.005969841,0.006247619,0.007819048,0.008704762,0.011556463,0.011177381,0,0.005014881,0.008210714,0.008338095,0.007546032,0.008496429,0.008910714,0.012855556,0.005615873,0.006306227,0.007116327,0.00504,0.005830952,0.007016667,0.004788889,0.006511429,0.010769048,0.006049405,0.007816667,0.009631746,0.00574881,0.008704762,0.005959524,0.005689796,0.005768254,0.011740476,0.009355238,0.007684127,0.006395238,0.011102381,0.006531429,0.009663095,0.010397494,0.005125397,0.006138095,0.009210476,0.005810884,0.008619048,0.005624603,0.005749603,0,0,0.007666943
0.010991667,0,0.004192517,0.0112,0.005251282,0.006106746,0.006114286,0.007385714,0.008095238,0.01222585,0.011180952,0,0.004954167,0.008264286,0.00807381,0.007805556,0.008745238,0.008990476,0.01308254,0.005446032,0.006261905,0.007479592,0.005121905,0.005704762,0.006742857,0.004920635,0.006196191,0.009816667,0.006914286,0.007420238,0.009931746,0.005709524,0.008095238,0.005828571,0.005570068,0.006251587,0.011816667,0.009709524,0.007390476,0.006261905,0.010559524,0.007208571,0.009995238,0.010419298,0.005270635,0.005847619,0.008492381,0.005935374,0.008140476,0.005814286,0.006024206,0,0,0.00765221
0.011202381,0,0.004276191,0.011575,0.00522674,0.006196825,0.005828571,0.007080952,0.007461905,0.012489116,0.011120238,0,0.004680952,0.008721429,0.008388095,0.008543651,0.0090125,0.009236905,0.013088889,0.005190476,0.005951282,0.007882993,0.004996191,0.005435714,0.006430952,0.004484127,0.005893333,0.009955952,0.006672619,0.007152381,0.009890476,0.0054125,0.007461905,0.005545238,0.00567483,0.006705556,0.012157143,0.009977143,0.006760318,0.006042857,0.010759524,0.007450476,0.010404762,0.010165915,0.0053,0.005626191,0.008382857,0.005740136,0.007619048,0.006476984,0.005899603,0,0,0.007625098
0.011514286,0,0.004273469,0.011044048,0.005244322,0.005677381,0.005719048,0.007366667,0.007980952,0.012572789,0.011603571,0,0.004547024,0.008977381,0.008871429,0.008338889,0.008481548,0.009414286,0.013207937,0.004715873,0.005568498,0.007244218,0.004954762,0.005052381,0.006590476,0.004721693,0.006015238,0.010580952,0.006389881,0.007946429,0.009309524,0.005508333,0.007980952,0.005240476,0.00612449,0.006239683,0.012192857,0.009836191,0.007238095,0.005761905,0.011142857,0.006684762,0.010329762,0.010251379,0.005234127,0.005345238,0.009021905,0.005890476,0.008252381,0.006461111,0.005443254,0,0,0.0076348
0.011621429,0,0.004387075,0.010561905,0.005314286,0.005646429,0.006028572,0.00772381,0.008738095,0.012185714,0.011620238,0,0.004635119,0.008557143,0.008595238,0.007775397,0.007894643,0.009439286,0.013277778,0.004919048,0.005627106,0.00699932,0.005053333,0.005302381,0.006930952,0.005027513,0.006482857,0.010721429,0.006213095,0.008089286,0.008785714,0.005701786,0.008738095,0.005590476,0.005845578,0.005987302,0.012109524,0.009360952,0.00791746,0.0061,0.011219048,0.006604762,0.010238095,0.010077694,0.00539127,0.005771429,0.009468571,0.006059184,0.00902381,0.006,0.005376984,0,0,0.007688494
0.011057143,0,0.004359184,0.0106,0.005296337,0.00559246,0.006214286,0.00757619,0.008380952,0.012329252,0.01142381,0,0.004829167,0.008239286,0.008104762,0.007726984,0.007510119,0.008903571,0.012830159,0.005268254,0.005774359,0.006760544,0.00496,0.005607143,0.00687381,0.00496455,0.006582857,0.010532143,0.00632381,0.007467857,0.008668254,0.005934524,0.008380952,0.005852381,0.005608844,0.005974603,0.011671429,0.009313333,0.007622222,0.006409524,0.011083333,0.006497143,0.009861905,0.010034837,0.005311111,0.00607619,0.008934286,0.006138776,0.008311905,0.005900794,0.005334921,0,0,0.007571638
0.011116667,0,0.00412449,0.01087381,0.005182051,0.006189286,0.006152381,0.007538095,0.008019048,0.012917687,0.011377381,0,0.005028571,0.008478572,0.008202381,0.007745238,0.008046429,0.009090476,0.012571429,0.004938095,0.006058242,0.006865986,0.004921905,0.005435714,0.006838095,0.005068783,0.006289524,0.010203571,0.006575595,0.007275,0.009125397,0.005572024,0.008019048,0.005728571,0.005583674,0.006189683,0.011645238,0.0098,0.007206349,0.006219048,0.0109,0.006601905,0.010178571,0.010154386,0.005430159,0.00587381,0.008644762,0.005796599,0.007895238,0.005819841,0.005908333,0,0,0.007579942
0.011125,0,0.004295918,0.011569048,0.004996337,0.006285714,0.005866667,0.007228572,0.007619048,0.012834694,0.011214286,0,0.004785119,0.00905,0.00882381,0.00840873,0.008606548,0.009519048,0.01308254,0.004695238,0.005839561,0.007544218,0.004659524,0.005138095,0.006571429,0.005265609,0.006057143,0.009917857,0.006419643,0.007622619,0.009657143,0.005682143,0.007619048,0.005359524,0.005933333,0.00651746,0.011988095,0.010179048,0.007109524,0.005995238,0.01065,0.006921905,0.010339286,0.010549624,0.00532381,0.005492857,0.008534286,0.006044218,0.007907143,0.006302381,0.005842064,0,0,0.00765286
0.011586905,0,0.004168027,0.012003572,0.005115385,0.006104762,0.006161905,0.007619048,0.008266667,0.013081633,0.011663095,0,0.004942857,0.00977381,0.009526191,0.008806349,0.008810714,0.010107143,0.013592064,0.005246032,0.005761539,0.007513605,0.004700476,0.005659524,0.006916667,0.004925397,0.006691429,0.01049881,0.006101786,0.008429762,0.009920635,0.005725,0.008266667,0.005788095,0.006264626,0.006509524,0.012640476,0.010712381,0.007787302,0.006238095,0.011285714,0.006695238,0.010840476,0.010610526,0.00525,0.006119048,0.009167619,0.006057823,0.008654762,0.00651746,0.005840476,0,0,0.007972798
0.011984524,0,0.004178912,0.012090476,0.005241392,0.006038095,0.006547619,0.008128571,0.008942857,0.013212925,0.012345238,0,0.004905952,0.009897619,0.009864286,0.008557937,0.008664881,0.01035,0.013684127,0.006246032,0.005444322,0.006979592,0.004861905,0.006369048,0.007378571,0.00485291,0.007461905,0.011528571,0.005847619,0.008803571,0.010096825,0.005779167,0.008942857,0.006369048,0.006558503,0.006371429,0.0128,0.010746667,0.008377778,0.006690476,0.012069048,0.006312381,0.011169048,0.01085589,0.005390476,0.006919048,0.009828571,0.006101361,0.009171429,0.006602381,0.005603571,0,0,0.008227866
0.012179762,0,0.004119728,0.012311905,0.005383883,0.006062698,0.006795238,0.008361905,0.0092,0.01269932,0.012380952,0,0.005267262,0.009395238,0.009497619,0.008185714,0.008235714,0.0105,0.013966667,0.006593651,0.00572967,0.006513606,0.004906667,0.006466667,0.0076,0.005143386,0.007337143,0.011644048,0.005589286,0.008911905,0.010295238,0.005983929,0.0092,0.006509524,0.006368708,0.006022222,0.013042857,0.010422857,0.008660318,0.00692381,0.012226191,0.00594381,0.011407143,0.01132782,0.005685714,0.00682381,0.010142857,0.006368027,0.009633333,0.006329365,0.005597222,0,0,0.008283559
0.012714286,0,0.004244898,0.012005952,0.00553956,0.006296032,0.006619048,0.008033333,0.008585714,0.012721089,0.012860714,0,0.005529167,0.008802381,0.008742857,0.008073016,0.0088375,0.010005952,0.014247619,0.006307937,0.006160073,0.007197279,0.005125238,0.006309524,0.007304762,0.004968254,0.006904762,0.011722619,0.006326191,0.007984524,0.010187302,0.005933333,0.008585714,0.0063,0.006152381,0.006040476,0.013395238,0.01016,0.007660317,0.006747619,0.012457143,0.00656,0.011408333,0.011192983,0.005842064,0.006757143,0.009721905,0.006319728,0.008780952,0.006084921,0.006147619,0,0,0.008216438
0.012554762,0,0.004395918,0.011904762,0.005476923,0.006620238,0.006657143,0.007976191,0.008466667,0.013005442,0.012939286,0,0.005395238,0.009455952,0.0093,0.008807937,0.009392262,0.010135714,0.014106349,0.006442857,0.00616044,0.008029252,0.005115238,0.006404762,0.007278571,0.005057672,0.006978095,0.011207143,0.006938095,0.008154762,0.010338095,0.005895833,0.008466667,0.006452381,0.006087075,0.006934921,0.012971429,0.010744762,0.007712698,0.006785714,0.012028571,0.007406667,0.011152381,0.011281955,0.005933333,0.006876191,0.009374286,0.006382993,0.008559524,0.006355556,0.006341667,0,0,0.008335518
0.012805952,0,0.004458503,0.012276191,0.005519048,0.006906349,0.00687619,0.008285714,0.008947619,0.013631293,0.012985714,0,0.005597024,0.010164286,0.009861905,0.009286508,0.009642857,0.010588095,0.014226984,0.006449206,0.006278755,0.008181633,0.005181905,0.006466667,0.007540476,0.005774074,0.00716381,0.011664286,0.007193452,0.00867381,0.010687302,0.006173214,0.008947619,0.006571429,0.006561225,0.007029365,0.01332619,0.011308572,0.008096825,0.007071429,0.012288095,0.007589524,0.011561905,0.011770927,0.005972222,0.006888095,0.00998,0.006615646,0.009219048,0.006706349,0.006544445,0,0,0.008643627
0.012738095,0,0.004438095,0.012516667,0.005623443,0.007176191,0.006876191,0.008419048,0.009138095,0.013693878,0.012803572,0,0.005546429,0.009967857,0.009711905,0.009587302,0.010576786,0.010610714,0.014166667,0.006453968,0.006428205,0.008884354,0.005118571,0.00635,0.007640476,0.005596296,0.007370476,0.011959524,0.007455952,0.008628572,0.011688889,0.006104762,0.009138095,0.006457143,0.006693197,0.00754127,0.013285714,0.011312381,0.008250794,0.006985714,0.012352381,0.008089524,0.01177381,0.011703008,0.005784127,0.006883333,0.010051429,0.006336735,0.009183333,0.006957937,0.006736508,0,0,0.008750763
0.012619048,0,0.004378231,0.012936905,0.005741758,0.007257143,0.0066,0.007957143,0.008576191,0.01354966,0.012889286,0,0.005326191,0.010697619,0.010057143,0.01015,0.010951191,0.010603571,0.014307937,0.00652381,0.006284982,0.008962585,0.005216667,0.00637381,0.00725,0.005274074,0.007067619,0.011577381,0.007823214,0.0085,0.011914286,0.005967857,0.008576191,0.006347619,0.006808163,0.007998413,0.013307143,0.012106667,0.007949206,0.006776191,0.012240476,0.008128571,0.011679762,0.012067669,0.005743651,0.006764286,0.009653333,0.006145578,0.008842857,0.007414286,0.006801984,0,0,0.008748721
0.013009524,0,0.004720408,0.012739286,0.005743224,0.007072222,0.006790476,0.008485714,0.009176191,0.013563946,0.013222619,0,0.005219643,0.011210714,0.010602381,0.010734921,0.010850595,0.011159524,0.014768254,0.006498413,0.006172894,0.009295918,0.00524381,0.006416667,0.007638095,0.005610053,0.007284762,0.012141667,0.007899405,0.009151191,0.011885714,0.00589881,0.009176191,0.006466667,0.007039456,0.008252381,0.013678572,0.012176191,0.00841746,0.006952381,0.012742857,0.008542857,0.011834524,0.0123198,0.00584127,0.006852381,0.010308572,0.006263265,0.009547619,0.007819048,0.006564286,0,0,0.009000057
0.013389286,0,0.00477483,0.013260714,0.005381319,0.006861508,0.007190476,0.008638095,0.009561905,0.013882313,0.013229762,0,0.005040476,0.011621429,0.011359524,0.010430159,0.01016131,0.011672619,0.015211111,0.006752381,0.006134432,0.008655102,0.004897619,0.00685,0.007942857,0.006,0.008167619,0.011997619,0.007654167,0.010058333,0.011703175,0.005644643,0.009561905,0.00697381,0.00752585,0.007993651,0.014290476,0.012050476,0.009292064,0.007252381,0.012795238,0.008116191,0.012433333,0.012546617,0.005792857,0.007661905,0.010649524,0.006230612,0.010192857,0.008066667,0.006411905,0,0,0.00918292
0.013952381,0,0.004616327,0.013310714,0.005224542,0.00699881,0.007238095,0.008780952,0.009619048,0.014093197,0.013803572,0,0.004992262,0.010929762,0.01077381,0.010015873,0.010220833,0.011355952,0.015419048,0.006565079,0.006025641,0.008772109,0.004714762,0.006697619,0.00807381,0.00591746,0.00814,0.01217619,0.007395238,0.009684524,0.011619048,0.005868452,0.009619048,0.006835714,0.00772585,0.007707937,0.014685714,0.011613333,0.009246032,0.007238095,0.013069048,0.008017143,0.01249881,0.012619298,0.005645238,0.007402381,0.010586667,0.006409524,0.010014286,0.007780952,0.00667381,0,0,0.009150694
