AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI,US
0.006285714,0,0.003863265,0.00569881,0.003814286,0.003144445,0.003690476,0.004485714,0.003633333,0.009390476,0.007216667,0,0.002755357,0.003085714,0.003214286,0.002596825,0.003590476,0.003941667,0.008722222,0.001771429,0.002767399,0.002868708,0.003039048,0.002395238,0.003861905,0.003643386,0.002290476,0.005591667,0.001979762,0.002590476,0.004630159,0.003399405,0.003633333,0.002702381,0.002117007,0.00179127,0.006892857,0.004000952,0.002550794,0.004138095,0.006452381,0.002480952,0.004839286,0.006219298,0.003103175,0.002045238,0.003740952,0.003404082,0.002864286,0.002287302,0.003015079,0,0,0.003841582
0.006475,0,0.003710204,0.005925,0.00382381,0.003035714,0.003666667,0.00452381,0.003809524,0.009204762,0.007590476,0,0.002631548,0.003464286,0.003740476,0.002749206,0.003619643,0.004239286,0.009153968,0.001738095,0.002555311,0.002867347,0.002976667,0.002395238,0.0039,0.00351746,0.002480952,0.005946429,0.001992857,0.003032143,0.004771429,0.003366667,0.003809524,0.002740476,0.002485034,0.002038889,0.007133333,0.004112381,0.002771429,0.003976191,0.006778571,0.002426667,0.004879762,0.006636592,0.002890476,0.002157143,0.004007619,0.003412245,0.003119048,0.00255873,0.002814286,0,0,0.003952089
0.006663095,0,0.003742177,0.005991667,0.003872528,0.002943254,0.004147619,0.005095238,0.004547619,0.008819048,0.007765476,0,0.002672024,0.003652381,0.00402381,0.00272381,0.003476191,0.004617857,0.009095238,0.002193651,0.00259304,0.002780952,0.003097619,0.002788095,0.004433333,0.003379894,0.002891429,0.006528572,0.001893452,0.003504762,0.004846032,0.003413095,0.004547619,0.003109524,0.002673469,0.001780952,0.007354762,0.004317143,0.003347619,0.004476191,0.007188095,0.002396191,0.005277381,0.00631178,0.002980159,0.002502381,0.004709524,0.003480952,0.003711905,0.002513492,0.002849603,0,0,0.004157586
0.006275,0,0.003764626,0.005516667,0.004104762,0.003075794,0.004461905,0.005433333,0.004833333,0.009297959,0.007634524,0,0.002819048,0.002970238,0.003378571,0.002288889,0.003266071,0.004325,0.008552381,0.002750794,0.002555311,0.002581633,0.003414762,0.003252381,0.004728571,0.003288889,0.003106667,0.006828572,0.001625595,0.003215476,0.004353968,0.003539286,0.004833333,0.00355,0.002367347,0.001515079,0.006845238,0.003718095,0.003376191,0.004833333,0.007385714,0.002104762,0.005054762,0.005642105,0.003212698,0.002902381,0.004961905,0.003503401,0.00385,0.002173016,0.002918651,0,0,0.004122204
0.005027381,0,0.003893197,0.004815476,0.004247253,0.003238889,0.003985714,0.004757143,0.00402381,0.010034014,0.006386905,0,0.002944643,0.002522619,0.002711905,0.002133333,0.003276786,0.003403571,0.007514286,0.002325397,0.002517949,0.002502721,0.003589048,0.002742857,0.004114286,0.003366138,0.002536191,0.005414286,0.001679167,0.002630952,0.004369841,0.003581548,0.00402381,0.003030952,0.002072109,0.001416667,0.005704762,0.003416191,0.002853968,0.004480952,0.005980952,0.002061905,0.004051191,0.00553985,0.003484921,0.002354762,0.003902857,0.003480952,0.003195238,0.001962698,0.002929762,0,0,0.003719016
0.005375,0,0.003893878,0.005276191,0.00414652,0.003380952,0.003414286,0.004128572,0.00342381,0.009864626,0.00642381,0,0.002944048,0.002753571,0.002835714,0.002396825,0.003422619,0.003616667,0.008130159,0.001911111,0.00256044,0.002731973,0.003397143,0.002359524,0.003557143,0.003491534,0.00218381,0.004978572,0.001815476,0.002402381,0.004684127,0.00352381,0.00342381,0.002640476,0.001992517,0.001619048,0.00612381,0.003739048,0.002431746,0.003828571,0.005730952,0.002297143,0.004316667,0.006219048,0.003443651,0.002019048,0.00340381,0.003321769,0.002690476,0.002100794,0.003075397,0,0,0.003662083
0.005807143,0,0.003636054,0.005866667,0.004061172,0.003155952,0.003571429,0.004461905,0.003742857,0.009243537,0.006911905,0,0.00267381,0.003252381,0.003466667,0.002659524,0.003502381,0.004009524,0.008784127,0.001663492,0.002513553,0.002678912,0.00325,0.002285714,0.003833333,0.003501587,0.002357143,0.005404762,0.001854762,0.002864286,0.004795238,0.003205357,0.003742857,0.002628571,0.002353742,0.001710318,0.006578571,0.004152381,0.002703175,0.0039,0.006252381,0.002247619,0.004670238,0.006721053,0.003323016,0.002059524,0.003789524,0.003183674,0.003007143,0.002353175,0.00291627,0,0,0.00382262
0.006553571,0,0.003605442,0.005920238,0.003920147,0.003161905,0.004066667,0.005066667,0.004395238,0.009452381,0.007364286,0,0.002675595,0.003041667,0.003359524,0.002488095,0.003572619,0.004336905,0.009373016,0.002092064,0.002515018,0.002744898,0.003140476,0.002654762,0.004357143,0.00355873,0.002665714,0.006227381,0.001883333,0.003019048,0.004849206,0.003307738,0.004395238,0.002980952,0.002305442,0.00168254,0.007319048,0.003976191,0.003019048,0.0045,0.006857143,0.002301905,0.005160714,0.006656892,0.003180952,0.002338095,0.004595238,0.003265986,0.003554762,0.002225397,0.00299881,0,0,0.004054772
0.007253572,0,0.00345102,0.006434524,0.003761539,0.002876587,0.003795238,0.004657143,0.003971429,0.009922449,0.008088095,0,0.002486905,0.003191667,0.003419048,0.002379365,0.003220833,0.004382143,0.009677778,0.002085714,0.002419414,0.002373469,0.002919048,0.002569048,0.004028571,0.003253968,0.002458095,0.006336905,0.001596429,0.002902381,0.004825397,0.003379762,0.003971429,0.002883333,0.002217007,0.001588095,0.007911905,0.004206667,0.002826984,0.004171429,0.007169048,0.001957143,0.005479762,0.006481203,0.002772222,0.002261905,0.004269524,0.00339932,0.003221429,0.002147619,0.002615476,0,0,0.003993246
0.007307143,0,0.003472109,0.005341667,0.003816117,0.002961111,0.004014286,0.005033333,0.004552381,0.010102041,0.008567857,0,0.002793452,0.002691667,0.003109524,0.002080952,0.002860119,0.004140476,0.008963492,0.001979365,0.002858242,0.00242585,0.003059048,0.00265,0.004328572,0.003347619,0.002610476,0.006878571,0.001976191,0.002909524,0.00398254,0.003489286,0.004552381,0.002997619,0.002185034,0.001645238,0.007247619,0.003314286,0.003057143,0.004366667,0.007659524,0.002145714,0.005236905,0.005603759,0.002894445,0.002314286,0.004733333,0.003682313,0.003628571,0.002072222,0.002827381,0,0,0.00400954
0.005703572,0,0.003544898,0.004858333,0.00396337,0.003173413,0.003914286,0.004838095,0.003957143,0.009670068,0.006940476,0,0.002782143,0.002803571,0.002969048,0.002576984,0.003505952,0.00355,0.007949206,0.001861905,0.002930769,0.002990476,0.003281429,0.002559524,0.004147619,0.003303175,0.002514286,0.005821429,0.00227381,0.002659524,0.004147619,0.003582143,0.003957143,0.002930952,0.002321088,0.002016667,0.005997619,0.00372,0.00272381,0.004357143,0.006364286,0.002641905,0.004215476,0.005379449,0.003196825,0.002278571,0.003929524,0.003810884,0.003045238,0.002347619,0.002982937,0,0,0.003816151
0.00604881,0,0.003777551,0.005170238,0.003968865,0.003152778,0.003895238,0.004657143,0.004038095,0.009465306,0.007129762,0,0.00286131,0.003208333,0.003385714,0.002763492,0.003775,0.003879762,0.008285714,0.002053968,0.002905861,0.003046939,0.00318381,0.002695238,0.004080952,0.003507407,0.002657143,0.005765476,0.002120238,0.002951191,0.004747619,0.003533929,0.004038095,0.003019048,0.00242585,0.001903968,0.006354762,0.00396381,0.002961905,0.004242857,0.006411905,0.002519048,0.00454881,0.005913283,0.003139683,0.002390476,0.004019048,0.003603401,0.003192857,0.002451587,0.002975,0,0,0.003934455
0.0066,0,0.003719728,0.005934524,0.003931502,0.003052778,0.003885714,0.004742857,0.004109524,0.009472789,0.007816667,0,0.002756548,0.003117857,0.003385714,0.00265,0.003772619,0.004142857,0.00884127,0.002184127,0.002915751,0.003017007,0.003143333,0.002683333,0.004119048,0.003431217,0.002609524,0.006108333,0.002104167,0.002927381,0.004860318,0.0034375,0.004109524,0.002995238,0.002460544,0.002042857,0.007069048,0.004108571,0.002930159,0.004290476,0.0069,0.002531429,0.004936905,0.005998496,0.003012698,0.002326191,0.004237143,0.003620408,0.003271429,0.002469841,0.002884524,0,0,0.004034071
0.006591667,0,0.00354966,0.005894048,0.0039663,0.003105556,0.00402381,0.004942857,0.004204762,0.009869388,0.007692857,0,0.002729762,0.003270238,0.003461905,0.002780159,0.003684524,0.00434881,0.008436508,0.002222222,0.002774725,0.002971429,0.003225714,0.002790476,0.004259524,0.003503704,0.002693333,0.006364286,0.002022024,0.003008333,0.004839683,0.003620833,0.004204762,0.003085714,0.002527891,0.001944445,0.006985714,0.004105714,0.002979365,0.004428571,0.006992857,0.002487619,0.005245238,0.006162907,0.003069841,0.002464286,0.004405714,0.003618367,0.003347619,0.002551587,0.002938492,0,0,0.00408971
0.006059524,0,0.003652381,0.005379762,0.0041337,0.003169048,0.004085714,0.005119048,0.004557143,0.009858503,0.007357143,0,0.002995833,0.003180952,0.003559524,0.002460318,0.003458333,0.004390476,0.008193651,0.002109524,0.002920513,0.002829252,0.003415238,0.002759524,0.0044,0.003425926,0.002755238,0.006596429,0.002029167,0.003151191,0.004550794,0.003848214,0.004557143,0.003102381,0.002370748,0.001707937,0.006426191,0.003792381,0.003139683,0.004447619,0.007104762,0.002424762,0.005015476,0.005976692,0.003134127,0.002490476,0.0048,0.003817687,0.003797619,0.002293651,0.002973413,0,0,0.004077037
0.005722619,0,0.003568027,0.0053,0.004183517,0.003371429,0.003985714,0.0048,0.003980952,0.009472109,0.00664881,0,0.00296131,0.003030952,0.003188095,0.002685714,0.003644643,0.003942857,0.008090476,0.002211111,0.003009524,0.003120408,0.003392857,0.002788095,0.004157143,0.003642857,0.002662857,0.005577381,0.002283333,0.002845238,0.00468254,0.003669048,0.003980952,0.003111905,0.002316327,0.00198254,0.00632381,0.0039,0.002903175,0.004428572,0.006159524,0.002815238,0.004521429,0.006128321,0.003307143,0.002492857,0.004024762,0.003720408,0.003207143,0.002346032,0.003144445,0,0,0.003947637
0.006403571,0,0.003538776,0.005690476,0.004231868,0.003296429,0.003533333,0.004461905,0.003966667,0.009720408,0.007214286,0,0.002866071,0.003505952,0.003652381,0.002903175,0.004019048,0.004371429,0.008503175,0.001844444,0.002846154,0.003143537,0.003372381,0.002388095,0.003830952,0.003588889,0.002387619,0.005704762,0.002251191,0.003082143,0.005077778,0.003719643,0.003966667,0.002666667,0.002353742,0.001959524,0.006866667,0.00434381,0.002855556,0.003885714,0.006469048,0.00266381,0.004990476,0.006370677,0.003146825,0.002111905,0.004114286,0.003619048,0.003342857,0.002413492,0.003104762,0,0,0.004007389
0.00635,0,0.003834694,0.005994048,0.004286447,0.003342857,0.003752381,0.004671429,0.004128572,0.009780952,0.007534524,0,0.00304881,0.003397619,0.003519048,0.002805556,0.003959524,0.004333333,0.008177778,0.001968254,0.002748352,0.002951701,0.003594762,0.002595238,0.004047619,0.003459788,0.002624762,0.006332143,0.002128571,0.003042857,0.005125397,0.003810119,0.004128572,0.002909524,0.002408844,0.001947619,0.006702381,0.00446381,0.002996825,0.004076191,0.006966667,0.002519048,0.005161905,0.006357143,0.00353254,0.002347619,0.0044,0.003566667,0.003445238,0.002439683,0.00310873,0,0,0.004098493
0.006228571,0,0.004129932,0.006244048,0.004230769,0.003466667,0.003661905,0.004638095,0.003995238,0.008997959,0.006992857,0,0.002902381,0.003508333,0.003564286,0.002857937,0.004001786,0.004567857,0.008380952,0.002101587,0.002714286,0.002923129,0.003482381,0.002571429,0.003971429,0.003817989,0.002471429,0.005980952,0.002252381,0.003015476,0.005480952,0.003679762,0.003995238,0.002821429,0.002379592,0.002034127,0.006980952,0.00468381,0.002846032,0.00402381,0.006588095,0.002555238,0.005307143,0.006700251,0.003604762,0.002257143,0.004348571,0.003606803,0.003442857,0.002446825,0.003087302,0,0,0.004092709
0.007039286,0,0.003940136,0.006466667,0.00418718,0.003319048,0.003771429,0.00472381,0.0043,0.008965306,0.007864286,0,0.002980357,0.004003572,0.004088095,0.00315,0.004005357,0.004919048,0.009092064,0.002161905,0.002809158,0.003316327,0.003318095,0.002709524,0.004095238,0.003680952,0.002671429,0.006379762,0.002213095,0.003408333,0.005396826,0.003766667,0.0043,0.002961905,0.002635374,0.002059524,0.007611905,0.004776191,0.003112698,0.004095238,0.007247619,0.002842857,0.00575,0.007010276,0.003242857,0.00242381,0.004713333,0.00357483,0.003854762,0.002630159,0.003091667,0,0,0.00429955
0.007128572,0,0.003930612,0.006314286,0.004082051,0.003341667,0.004066667,0.005,0.0045,0.009688435,0.008125,0,0.002733929,0.0039,0.003919048,0.00310873,0.004064881,0.004588095,0.009285714,0.002379365,0.002521612,0.003206122,0.003405238,0.002916667,0.004376191,0.003548148,0.00292381,0.006561905,0.001845833,0.003390476,0.00525873,0.00365,0.0045,0.003230952,0.002456463,0.001828571,0.007576191,0.004722857,0.003363492,0.004342857,0.00735,0.00254,0.005442857,0.006539599,0.003319048,0.002702381,0.004655238,0.003446259,0.00377381,0.002464286,0.003005159,0,0,0.004306567
0.007042857,0,0.004023129,0.005842857,0.004210989,0.003182937,0.003761905,0.0047,0.004080952,0.009385714,0.008111905,0,0.002778571,0.003661905,0.003669048,0.002798413,0.003792262,0.004376191,0.00855873,0.002279365,0.002500733,0.002794558,0.003465238,0.002716667,0.004054762,0.003443386,0.002548571,0.006411905,0.001864881,0.003030952,0.004865079,0.003735714,0.004080952,0.002940476,0.00219932,0.001642064,0.007185714,0.004375238,0.002944444,0.004133333,0.007247619,0.002330476,0.005344048,0.005975188,0.003355556,0.002354762,0.004393333,0.003573469,0.003469048,0.002216667,0.002816667,0,0,0.004087113
0.006392857,0,0.004067347,0.005596429,0.004265202,0.003177381,0.003580952,0.004428572,0.003885714,0.009491837,0.007551191,0,0.002841667,0.003125,0.003354762,0.002557937,0.003530357,0.004160714,0.008049206,0.002020635,0.002649084,0.00272381,0.003505714,0.002464286,0.003819048,0.003510582,0.002340952,0.006047619,0.001885119,0.002929762,0.004650794,0.003597619,0.003885714,0.002711905,0.002187075,0.001657937,0.006611905,0.004030476,0.002826984,0.003952381,0.006869048,0.002344762,0.005055952,0.006002506,0.00345873,0.002104762,0.004160952,0.003544898,0.003302381,0.00211746,0.002918254,0,0,0.00391727
0.006333333,0,0.004351701,0.006046429,0.00438718,0.003280159,0.003561905,0.004442857,0.003852381,0.009803401,0.007172619,0,0.0029,0.003366667,0.003469048,0.002790476,0.00386131,0.004345238,0.008587302,0.002065079,0.002824542,0.002911565,0.003576191,0.002495238,0.003816667,0.003786243,0.002371429,0.005920238,0.002094048,0.002940476,0.005150794,0.003713691,0.003852381,0.002771429,0.002138776,0.001780952,0.006942857,0.004493333,0.002749206,0.003957143,0.006647619,0.002600952,0.005191667,0.006299248,0.003470635,0.002183333,0.004171429,0.003653061,0.003242857,0.002234921,0.003030159,0,0,0.004033269
